Uuid,Privilege name,Description,_order
a2001460-c2d2-4757-aa6f-8e3acba5889d,o3: View Home Dashboard,View the home dashboard,
7e5170cb-d43b-4a65-aee9-39c19c294699,o3: View Diagnostics Dashboard,
b688aea9-b120-452e-a302-1b6164496c8f,o3: View Patient services Dashboard,
b29c7645-19af-4b6d-8174-b717abd373f0,o3: View Linkage services Dashboard,
3fd9792b-60cc-4e9b-a106-97046d77a643,o3: View Morgue Dashboard,
63221541-7648-4315-8a5f-51282c501f0f,o3: View Ward Dashboard,
33a4bbd0-5a6c-11f1-b15f-729618c35d46,o3: View Operation Theater Dashboard,
7ee7f4ae-5a75-11f1-b15f-729618c35d46,o3: Pharmacy,
20728023-13c3-11f1-8f70-0eae3d3f1034,ethiopiaemr: View Accounting Dashboard,
