Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_order:500,_version:1,Member,Concept,Member Type
b8f93e46-e2e0-48fe-8aa2-185eee14bad4,,,Physical PressureTransducer,,Medical supply,N/A,,,3,Physical PressureTransducer,Medical Supply Items,CONCEPT-SET
38552b33-f88e-41c9-a11f-2829eb8ff833,,,Thermostatic Valve R4O4,,Medical supply,N/A,,,3,Thermostatic Valve R4O4,Medical Supply Items,CONCEPT-SET
9f830595-202d-46bc-a666-51f2f8bf3271,,,Glove Surgical  Latex Sterile-No.7.5,,Medical supply,N/A,,,3,Glove Surgical  Latex Sterile-No.7.5,Medical Supply Items,CONCEPT-SET
4f546460-6e74-4d0c-bc76-9a20e60e27e1,,,Syringe(AD) -0.5ml with  Needle 23G,,Medical supply,N/A,,,3,Syringe(AD) -0.5ml with  Needle 23G,Medical Supply Items,CONCEPT-SET
5d515bad-92ca-4c87-9148-fb2497ef6d70,,,Parafilm  flexable water-tight filmto seal laboratory containers-10cmx38m,,Medical supply,N/A,,,3,Parafilm  flexable water-tight filmto seal laboratory containers-10cmx38m,Medical Supply Items,CONCEPT-SET
b4f0744c-7ffd-4ba0-a4fd-c3598b91ea54,,,Catheter Suction Transparent with Funnel Silco Sterile-16CH,,Medical supply,N/A,,,3,Catheter Suction Transparent with Funnel Silco Sterile-16CH,Medical Supply Items,CONCEPT-SET
9b823733-c21e-458a-986c-d0e15e18efde,,,Endobranchial Tube Right-35CH,,Medical supply,N/A,,,3,Endobranchial Tube Right-35CH,Medical Supply Items,CONCEPT-SET
48d83560-fea8-432e-b12e-4660c0b491fa,,,Endobranchial Tube Left-39CH,,Medical supply,N/A,,,3,Endobranchial Tube Left-39CH,Medical Supply Items,CONCEPT-SET
7184f984-bcc0-4f55-8609-ee97527b7742,,,Boots-42 Size,,Medical supply,N/A,,,3,Boots-42 Size,Medical Supply Items,CONCEPT-SET
4ca4925c-11a0-4358-b47e-9e35ad0eb5c4,,,Catheter Suction Transparent with Funnel Silco Sterile-6CH,,Medical supply,N/A,,,3,Catheter Suction Transparent with Funnel Silco Sterile-6CH,Medical Supply Items,CONCEPT-SET
178c7e4b-f56e-44a9-81a7-96602a3306c9,,,Mersilk  Braided Black-Gauge 1.5(4/0) 100cm on 40mm 1/2 Circle  Reverse Cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 1.5(4/0) 100cm on 40mm 1/2 Circle  Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
dd13247c-39ff-404f-a9b6-5af23e40e399,,,Polyglycolic acid absorbable braided violet-Gauge 2.0(3/0) 75cm on 27mm 1/2 Circle revers Cutting needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 2.0(3/0) 75cm on 27mm 1/2 Circle revers Cutting needle,Medical Supply Items,CONCEPT-SET
74a7cb6e-078a-4544-8b17-05b3089dafca,,,Mersilk  Braided Black-Gauge 3.0(2/0) 75cm on 24mm 1/2 Cicle reverse cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 3.0(2/0) 75cm on 24mm 1/2 Cicle reverse cutting Needle,Medical Supply Items,CONCEPT-SET
396de030-4462-498c-9e38-dae327bfda46,,,Mersilk  Braided Black-Gauge 3.0(2/0) 75cm on 35mm  1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 3.0(2/0) 75cm on 35mm  1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
3dfa7db7-8d2d-49bb-8da0-d0b83d13bc12,,,Cat Gut Chromic-Gauge 3.5(2/0) 70cm on 26mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 3.5(2/0) 70cm on 26mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
1a9e63f1-bb09-4f36-8218-3e080ce24a2b,,,Cat Gut Chromic-Gauge 3.5(2/0) 75cm on 45mm 1/2 Circle Cutting Taper Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 3.5(2/0) 75cm on 45mm 1/2 Circle Cutting Taper Needle,Medical Supply Items,CONCEPT-SET
18ae2ecb-c8e1-4270-a3ba-cfdc28c56798,,,Mersilk  Braided Black-Gauge 5.0(2) 75cm on 38mm  1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 5.0(2) 75cm on 38mm  1/2 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
d80d25b3-1563-4198-a94f-e5a767be33d4,,,Filter Paper Qualitative Whatman-Grade 1 Diameter 150mm,,Medical supply,N/A,,,3,Filter Paper Qualitative Whatman-Grade 1 Diameter 150mm,Medical Supply Items,CONCEPT-SET
a055310d-b934-4d21-bfc1-31238c9f7138,,,Polyglycolic acid absorbable braided violet-Guage 2.0(3/0) 70cm on 22mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Guage 2.0(3/0) 70cm on 22mm 1/2 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
f44595cd-3d0c-4a77-8aa5-07f231a23b99,,,Polyglycolic acid absorbable braided violet-Guage 3.0(2/0) 75cm on 36mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Guage 3.0(2/0) 75cm on 36mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
74b5b1cf-6f5a-471d-9699-04e47626180c,,,Autocheck 5+-level 1 Red Box of 30 Ampoules for ABL7XX/8XX -S7735,,Medical supply,N/A,,,3,Autocheck 5+-level 1 Red Box of 30 Ampoules for ABL7XX/8XX -S7735,Medical Supply Items,CONCEPT-SET
5cacaff0-8d08-443e-b68a-c5cff37a6e06,,,Glove Surgical  Latex Sterile-No. 7,,Medical supply,N/A,,,3,Glove Surgical  Latex Sterile-No. 7,Medical Supply Items,CONCEPT-SET
e590de62-36be-42e8-a030-452097fe56ab,,,Diallser/Filter,,Medical supply,N/A,,,3,Diallser/Filter,Medical Supply Items,CONCEPT-SET
af5df5a0-3860-4c2e-9602-ec34a2b54370,,,Syringe(AD) -0.05ml,,Medical supply,N/A,,,3,Syringe(AD) -0.05ml,Medical Supply Items,CONCEPT-SET
a4d21358-1d12-42e2-92d1-2fc24cebec3c,,,Urine Collecting Bag PVC Latex Product-1000ml,,Medical supply,N/A,,,3,Urine Collecting Bag PVC Latex Product-1000ml,Medical Supply Items,CONCEPT-SET
d8f83ac1-5f53-4fed-846d-9e1a86f2917b,,,Starting Condenser (117U5015)-117U5015,,Medical supply,N/A,,,3,Starting Condenser (117U5015)-117U5015,Medical Supply Items,CONCEPT-SET
c91bacab-36a5-404b-adb5-94d5e4a5dca5,,,"Drill Bit Round Shaft-12.7mm, 85/70mm",,Medical supply,N/A,,,3,"Drill Bit Round Shaft-12.7mm, 85/70mm",Medical Supply Items,CONCEPT-SET
107d1375-d844-48cf-84ba-f7bd3f240e55,,,Catheter Suction Transparent with Funnel Silco Sterile-14CH,,Medical supply,N/A,,,3,Catheter Suction Transparent with Funnel Silco Sterile-14CH,Medical Supply Items,CONCEPT-SET
07a3d362-e144-4a1d-8732-4f3c7664a9c6,,,First Aid Water Proof Plaster-19mmx72mm,,Medical supply,N/A,,,3,First Aid Water Proof Plaster-19mmx72mm,Medical Supply Items,CONCEPT-SET
17a2ab96-9ad6-40ac-8370-26dbe62cb4c7,,,Syringe Insulin (Disposable)-1ml on 6mm with Fixed Needle 30G,,Medical supply,N/A,,,3,Syringe Insulin (Disposable)-1ml on 6mm with Fixed Needle 30G,Medical Supply Items,CONCEPT-SET
f29f9e1c-e0f7-46e3-87fc-fc8b60ef8d06,,,Endotracheal Tube-5.5CH,,Medical supply,N/A,,,3,Endotracheal Tube-5.5CH,Medical Supply Items,CONCEPT-SET
b1d06f0a-b9cc-4877-8307-559514ebc4f5,,,Oropharyngeal Airway (Guedel) Sterile-90mm,,Medical supply,N/A,,,3,Oropharyngeal Airway (Guedel) Sterile-90mm,Medical Supply Items,CONCEPT-SET
9c79a60d-a7f5-4c84-8d5c-5cc391d7a8c8,,,Polyamide Monofilament-Gauge 0.2(10/0) 38cm on 64mm  spatula Double Armed Needle,,Medical supply,N/A,,,3,Polyamide Monofilament-Gauge 0.2(10/0) 38cm on 64mm  spatula Double Armed Needle,Medical Supply Items,CONCEPT-SET
6244d926-08cf-495c-b5ed-7f28e256b7d6,,,Polyamide Monofilament-Gauge 0.3(9/0) 30cm on 5mm 1/3 circle Round bodied Spatula Double Armed Needle,,Medical supply,N/A,,,3,Polyamide Monofilament-Gauge 0.3(9/0) 30cm on 5mm 1/3 circle Round bodied Spatula Double Armed Needle,Medical Supply Items,CONCEPT-SET
92f6417b-8085-4153-8a3f-bf9b211f6827,,,Mersilk  Braided Black-Gauge 3.0(2/0) 100cm on 42mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 3.0(2/0) 100cm on 42mm 1/2 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
44a22265-a008-4246-b7b2-ba42f5f53439,,,Mersilk  Braided Black-Gauge 3.0(2/0) 75cm on  24mm 1/2 Cicle Reverse Cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 3.0(2/0) 75cm on  24mm 1/2 Cicle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
11fce9d6-6375-42b6-844a-2c9b0fccaf43,,,Cat Gut Chromic-Gauge 3.0(3/0) 70cm on 26mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 3.0(3/0) 70cm on 26mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
3261a8ea-598e-4460-8701-2e03699244cc,,,Cat Gut Chromic-Gauge 3.0(3/0) 75cm on 32mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 3.0(3/0) 75cm on 32mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
1f3553e3-b9b7-4adb-af6d-d4f1738992d6,,,Mersilk  Braided Black-Gauge 4.0(1) 75cm 35mm 1/2 Circle reverse cutting needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 4.0(1) 75cm 35mm 1/2 Circle reverse cutting needle,Medical Supply Items,CONCEPT-SET
f6f9359d-e692-4b23-a571-6da1738ac1ef,,,Mersilk  Braided Black-Gauge 4.0(1) 75cm on 30mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 4.0(1) 75cm on 30mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
c388fda2-4392-46ef-9684-3eb7db599db5,,,Mersilk  Braided Black-Gauge 4.0(1) 75cm on 35mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 4.0(1) 75cm on 35mm 1/2 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
1e20f601-d481-4c3d-bda1-c4db6ce7d3b2,,,Cat Gut Chromic-Gauge 6.0(2) 75cm on 35mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 6.0(2) 75cm on 35mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
1df3f57c-6877-4fe9-99cb-f6d2957488f5,,,Cat Gut Chromic-Gauge 7.0(3) 75cm on 50mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 7.0(3) 75cm on 50mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
e5dbd245-0e89-4451-8a2f-c04f43b079d3,,,Surgical Scalpel Blade -No.24,,Medical supply,N/A,,,3,Surgical Scalpel Blade -No.24,Medical Supply Items,CONCEPT-SET
66c95a0d-dae4-4475-9d29-15bc9cfa911a,,,Endotracheal Tube Cuffed,,Medical supply,N/A,,,3,Endotracheal Tube Cuffed,Medical Supply Items,CONCEPT-SET
1b13d21a-eb5c-4b1b-96cb-71eb0479fc6e,,,"Oropharyngeal Airway (Guedel) Sterile  conisting of neonatal, pediatrics, child adolescent, adult, large adult Set",,Medical supply,N/A,,,3,"Oropharyngeal Airway (Guedel) Sterile  conisting of neonatal, pediatrics, child adolescent, adult, large adult Set",Medical Supply Items,CONCEPT-SET
789eb00e-6ce7-4b9f-8faa-0b444ae6bb05,,,"Switch High Pressure, HBN 150",,Medical supply,N/A,,,3,"Switch High Pressure, HBN 150",Medical Supply Items,CONCEPT-SET
120acd17-c0fa-4a4d-8163-6bbb3106200b,,,Cotton Absorbent Wool-100gm,,Medical supply,N/A,,,3,Cotton Absorbent Wool-100gm,Medical Supply Items,CONCEPT-SET
bff3bc33-94fe-4b21-9670-6f6bdf9ded76,,,Spare Wick-150mm,,Medical supply,N/A,,,3,Spare Wick-150mm,Medical Supply Items,CONCEPT-SET
8936971c-034d-4330-8dee-226ce68513f3,,,Urine Collecting Bag PVC Latex Product-2000ml,,Medical supply,N/A,,,3,Urine Collecting Bag PVC Latex Product-2000ml,Medical Supply Items,CONCEPT-SET
aeb92099-89b6-453b-a886-b6ba150f4895,,,Syringe (Disposable)-2ml with Needle,,Medical supply,N/A,,,3,Syringe (Disposable)-2ml with Needle,Medical Supply Items,CONCEPT-SET
67519799-d2ad-4606-85fd-3aea8d1ef865,,,Glass Volumetric Transfer Pipette-50ml,,Medical supply,N/A,,,3,Glass Volumetric Transfer Pipette-50ml,Medical Supply Items,CONCEPT-SET
22f3d77f-52da-45cc-aeb0-dcf0b5867855,,,Catheter Foley Silconized Latex Two Ways-3-5ml Balloon 10CH,,Medical supply,N/A,,,3,Catheter Foley Silconized Latex Two Ways-3-5ml Balloon 10CH,Medical Supply Items,CONCEPT-SET
27c2abdf-09de-49df-a9ed-43af7428a6c0,,,Catheter Foley Silconized Latex Two Ways-5-15ml Balloon 10CH,,Medical supply,N/A,,,3,Catheter Foley Silconized Latex Two Ways-5-15ml Balloon 10CH,Medical Supply Items,CONCEPT-SET
0b615026-54cb-49ce-b8c0-737cea72dd33,,,Catheter Foley Silconized Latex Three Ways-5-15ml Balloon 12CH,,Medical supply,N/A,,,3,Catheter Foley Silconized Latex Three Ways-5-15ml Balloon 12CH,Medical Supply Items,CONCEPT-SET
272d0a4a-a31e-4c67-a947-a9151f2dd7c0,,,Catheter Foley Silconized Latex Two Ways-5-15ml Balloon 8CH,,Medical supply,N/A,,,3,Catheter Foley Silconized Latex Two Ways-5-15ml Balloon 8CH,Medical Supply Items,CONCEPT-SET
ef432e63-08f3-478f-98de-5d92ec152935,,,Apron Plastic Protection Against Most Chemicals-80x120cm,,Medical supply,N/A,,,3,Apron Plastic Protection Against Most Chemicals-80x120cm,Medical Supply Items,CONCEPT-SET
f3dad2d4-5a6a-40fa-95b3-a83b41270ed4,,,Polyglycolic acid absorbable braided violet-Gauge 1.5(4/0) 75cm on 15mm 1/2 circle  reverse cutting needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 1.5(4/0) 75cm on 15mm 1/2 circle  reverse cutting needle,Medical Supply Items,CONCEPT-SET
eead512b-093a-46eb-9fb2-0a4604315c50,,,Polyglycolic acid absorbable braided violet-Gauge 1.5(4/0) 75cm on 15mm 1/2 Reverse Cutting Taper Needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 1.5(4/0) 75cm on 15mm 1/2 Reverse Cutting Taper Needle,Medical Supply Items,CONCEPT-SET
ac998225-412a-44a8-8a9e-f948ed652c4e,,,Polyglycolic acid absorbable braided violet-Gauge 3.0(2/0) 75cm on 36mm 1/2 circle round  bodied Tapper needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 3.0(2/0) 75cm on 36mm 1/2 circle round  bodied Tapper needle,Medical Supply Items,CONCEPT-SET
25648a7d-8735-47eb-a4d0-5914a9ca9e16,,,Mersilk  Braided Black-Gauge 4(1) 75cm on 19mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 4(1) 75cm on 19mm 1/2 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
a5042372-1047-4dee-abf9-33b6a46d13a4,,,Cat Gut Chromic-Gauge 5.0(1) 75cm on 38mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 5.0(1) 75cm on 38mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
e4244e2d-a3a6-4c74-aa12-1a708ece02f3,,,Cat Gut Chromic-Gauge 5.0(1) 75cm on 50mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 5.0(1) 75cm on 50mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
df8055a1-6f39-458f-9d5d-422df8a7710b,,,Polyglycolic acid absorbable braided violet-Gauge 5.0(2) 75cm on 40mm 1/2 circle cutting tapper needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 5.0(2) 75cm on 40mm 1/2 circle cutting tapper needle,Medical Supply Items,CONCEPT-SET
851759d8-3661-408a-aa6d-6daf953b2afe,,,Surgical Scalpel Blade -No.10,,Medical supply,N/A,,,3,Surgical Scalpel Blade -No.10,Medical Supply Items,CONCEPT-SET
287a005f-f395-4339-ba87-d6856d33e427,,,Peritoneal Biopsy Needle,,Medical supply,N/A,,,3,Peritoneal Biopsy Needle,Medical Supply Items,CONCEPT-SET
2618d664-6a34-41b4-8327-6e9d09764d6b,,,Resuscitator Bag (Ambu Bag),,Medical supply,N/A,,,3,Resuscitator Bag (Ambu Bag),Medical Supply Items,CONCEPT-SET
7d1c1927-f22f-4c6e-8aa9-de497709efd1,,,Syringe(AD) -2ml with needle 21G,,Medical supply,N/A,,,3,Syringe(AD) -2ml with needle 21G,Medical Supply Items,CONCEPT-SET
a2114dc3-cd98-46ec-901f-e93d7d9496c7,,,New Emergency Health Kit Supply-1 Equipment,,Medical supply,N/A,,,3,New Emergency Health Kit Supply-1 Equipment,Medical Supply Items,CONCEPT-SET
b3e32f1f-8323-4ed3-9a41-cd314cef6292,,,Gauze Bandage-10cmx4m,,Medical supply,N/A,,,3,Gauze Bandage-10cmx4m,Medical Supply Items,CONCEPT-SET
57c6c68f-e67f-41e7-bbc1-add9fc893ba7,,,Catheter Foley Silconized Latex Two Ways-30-50ml Balloon 12CH,,Medical supply,N/A,,,3,Catheter Foley Silconized Latex Two Ways-30-50ml Balloon 12CH,Medical Supply Items,CONCEPT-SET
f858aca7-bfa1-41dd-9d79-48c93872a880,,,Catheter Foley Silconized Latex Three Ways-30-50ml Balloon 14CH,,Medical supply,N/A,,,3,Catheter Foley Silconized Latex Three Ways-30-50ml Balloon 14CH,Medical Supply Items,CONCEPT-SET
017e57d9-20d5-4a64-8163-6ee516631217,,,Catheter Foley Silconized Latex Two Ways-30-50ml Balloon 18CH,,Medical supply,N/A,,,3,Catheter Foley Silconized Latex Two Ways-30-50ml Balloon 18CH,Medical Supply Items,CONCEPT-SET
25ac0522-f823-48bb-8db9-6feba311e773,,,Catheter Foley Silconized Latex Three Ways-30-50ml Balloon 20CH,,Medical supply,N/A,,,3,Catheter Foley Silconized Latex Three Ways-30-50ml Balloon 20CH,Medical Supply Items,CONCEPT-SET
230e93cb-c09b-452d-b150-ce6c0ed326fe,,,Boots for Delivery-38 Size,,Medical supply,N/A,,,3,Boots for Delivery-38 Size,Medical Supply Items,CONCEPT-SET
7ed2ccca-faf5-4931-9d94-b8aa673e4b0f,,,Starting Device-4-Jan,,Medical supply,N/A,,,3,Starting Device-4-Jan,Medical Supply Items,CONCEPT-SET
098259d7-d54e-44c4-8ea6-d78ab5e25df8,,,Catheter Suction-6CH,,Medical supply,N/A,,,3,Catheter Suction-6CH,Medical Supply Items,CONCEPT-SET
19d58aa9-caec-4e82-82ec-728225090de1,,,Endotracheal Tube-7.5CH,,Medical supply,N/A,,,3,Endotracheal Tube-7.5CH,Medical Supply Items,CONCEPT-SET
47e8e5ac-c078-4484-9809-2666f2cebb06,,,Triangular Bandage-96cmx96cmx136cm,,Medical supply,N/A,,,3,Triangular Bandage-96cmx96cmx136cm,Medical Supply Items,CONCEPT-SET
c72771f9-0b29-45cb-9d3b-ecd52c5559dd,,,Polyglycolic acid absorbable braided violet-Gauge 1.0(5/0) 75cm on 45mm 1/2 circle cutting taper Needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 1.0(5/0) 75cm on 45mm 1/2 circle cutting taper Needle,Medical Supply Items,CONCEPT-SET
1e936dce-0ff2-461d-89e7-eda1300bd58d,,,Mersilk  Braided Black-Gauge 2.0(3/0) 100cm on 35mm 3/8 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 2.0(3/0) 100cm on 35mm 3/8 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
3f7d5408-86c5-41e3-879b-389e23c32253,,,Mersilk  Braided Black-Gauge 2.0(3/0) 75cm on  35mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 2.0(3/0) 75cm on  35mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
ffe1e857-5eed-4bbb-a86b-8f98e7cf5940,,,Mersilk  Braided Black-Gauge 2.0(3/0) 75cm on 26mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 2.0(3/0) 75cm on 26mm 1/2 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
b85c9f4b-fb7b-4931-ac9a-4ffc8e4090b2,,,Polyglycolic acid absorbable braided violet-Gauge 3.0(2/0) 75cm on 26mm 3/8 Circle Reverse cutting needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 3.0(2/0) 75cm on 26mm 3/8 Circle Reverse cutting needle,Medical Supply Items,CONCEPT-SET
86253144-2c2e-4cd2-a840-a06708773870,,,Polyglycolic acid absorbable braided violet-Gauge 3.0(2/0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 3.0(2/0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
933d942f-d8f2-4018-85e2-2ea2b4d4d76d,,,Polyglycolic acid absorbable braided violet-Gauge 3.0(2/0) 75cm on 34mm 1/2 circle round bodied needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 3.0(2/0) 75cm on 34mm 1/2 circle round bodied needle,Medical Supply Items,CONCEPT-SET
c7700d91-5363-4840-b60f-0d2ccaae3ef8,,,Polyglycolic acid absorbable braided violet-Gauge 4.0(1) 75cm on 45mm 1/2 Circle cutting taper needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 4.0(1) 75cm on 45mm 1/2 Circle cutting taper needle,Medical Supply Items,CONCEPT-SET
df114cb0-16dc-47e2-8c93-543128a7fc7f,,,Polyamide Monofilament-Gauge 5.0(2) 90cm on 50mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Polyamide Monofilament-Gauge 5.0(2) 90cm on 50mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
c0178ce4-eb09-4f05-893a-675a03438add,,,Prescription Pad (Narcotic ),,Medical supply,N/A,,,3,Prescription Pad (Narcotic ),Medical Supply Items,CONCEPT-SET
8706ee72-5f5e-4240-bb77-bc58012cf9b4,,,Towel for New Born 100% Cotton,,Medical supply,N/A,,,3,Towel for New Born 100% Cotton,Medical Supply Items,CONCEPT-SET
2e3504e7-fcc7-4828-9679-6c52dc3f3ea9,,,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation-100ml",,Medical supply,N/A,,,3,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation-100ml",Medical Supply Items,CONCEPT-SET
7cee0442-1a71-46dd-9aa8-8fa55d5c5b3e,,,Cannula Intravenous Set-20G ,,Medical supply,N/A,,,3,Cannula Intravenous Set-20G ,Medical Supply Items,CONCEPT-SET
6b8c48c4-7e90-497a-b529-5e99dd1d77b3,,,Rectal Tube Rubber With Terminal Size-24CH,,Medical supply,N/A,,,3,Rectal Tube Rubber With Terminal Size-24CH,Medical Supply Items,CONCEPT-SET
6fb74083-eeed-42a0-9fa7-0e07739b3618,,,Syringe (Disposable)-3ml with Needle 20G,,Medical supply,N/A,,,3,Syringe (Disposable)-3ml with Needle 20G,Medical Supply Items,CONCEPT-SET
e5edd4ee-2f77-42f9-bd9b-e11b1b0a73e9,,,Catheter Suction Transparent with Funnel Silco Sterile-8CH,,Medical supply,N/A,,,3,Catheter Suction Transparent with Funnel Silco Sterile-8CH,Medical Supply Items,CONCEPT-SET
4b6b780e-1fc9-489f-b693-d357ad075257,,,Polyglycolic acid absorbable braided violet-Gauge 0.4(8/0) 45cm on 8mm 3/8 Circle Round Bodied taper needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-Gauge 0.4(8/0) 45cm on 8mm 3/8 Circle Round Bodied taper needle,Medical Supply Items,CONCEPT-SET
63a0fafc-ed3c-4f1b-914e-792f4d8afb4e,,,Mersilk  Braided Black-Gauge 1.5(4/0) 75cm on 17mm 1/2 Circle  reverse cutting  Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 1.5(4/0) 75cm on 17mm 1/2 Circle  reverse cutting  Needle,Medical Supply Items,CONCEPT-SET
57ef95d9-57e2-4f7b-bfae-4654f4ccc789,,,Mersilk  Braided Black-Gauge 1.5(4/0) 75cm on 19mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 1.5(4/0) 75cm on 19mm 1/2 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
50e3aeb7-9af1-40de-9189-a06cbcc04e4c,,,Mersilk  Braided Black-Gauge 1.5(4/0) 75cm on 24mm 1/2 Cicle Round Bodied Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 1.5(4/0) 75cm on 24mm 1/2 Cicle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
47b929e3-0350-4e64-886c-a9031d84dd98,,,Cat Gut Chromic-Gauge 2.0(4/0) 75cm on 38mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 2.0(4/0) 75cm on 38mm 1/2 Circle Reverse Cutting Needle,Medical Supply Items,CONCEPT-SET
f1c69e89-fb92-4014-ad3c-46dc1dc6b576,,,Poly Diaxone Monofilament Violet-Gauge 3.0(2/0)70cm on 31mm 1/2 circle round bodied taper needle,,Medical supply,N/A,,,3,Poly Diaxone Monofilament Violet-Gauge 3.0(2/0)70cm on 31mm 1/2 circle round bodied taper needle,Medical Supply Items,CONCEPT-SET
885e2f09-2287-49ee-8335-69f913dd6ecf,,,Mersilk  Braided Black-Gauge 3.5(0) 75cm 30mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 3.5(0) 75cm 30mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
c86c35f8-04b4-4773-b096-fa767d63377c,,,Mersilk  Braided Black-Gauge 3.5(0) 75cm on 28mm 1/2 circle round bodied needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 3.5(0) 75cm on 28mm 1/2 circle round bodied needle,Medical Supply Items,CONCEPT-SET
