Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_order:500,_version:1,Member,Concept,Member Type
e16bb7a0-03de-46ae-8e14-64adf3c854b4,,,Medical Supply Items,,Misc,N/A,,,3,Medical Supply Items,Medical Supply Items,CONCEPT-SET
60604f10-8b42-4be5-a1e6-01c23dd9da22,,,Condoms (Male),,Medical supply,N/A,,,3,Condoms (Male),Medical Supply Items,CONCEPT-SET
b7c69399-f885-4ac0-9d0c-20c06f2e0af8,,,Thermal Paper ,,Medical supply,N/A,,,3,Thermal Paper ,Medical Supply Items,CONCEPT-SET
98549cf2-a01d-442e-adf2-5efb8a351094,,,"Pasteur Pipette-3 ml, graduated",,Medical supply,N/A,,,3,"Pasteur Pipette-3 ml, graduated",Medical Supply Items,CONCEPT-SET
0b0c2ff0-7ab6-44fa-a480-1aa246ec3fee,,,Examination Glove-Latex Medium Size ,,Medical supply,N/A,,,3,Examination Glove-Latex Medium Size ,Medical Supply Items,CONCEPT-SET
8472a741-8c97-4a33-9f38-3266246863a9,,,Gauze Bandage-7.5cm x 5m,,Medical supply,N/A,,,3,Gauze Bandage-7.5cm x 5m,Medical Supply Items,CONCEPT-SET
e5dd7ced-95a4-4dc3-b9f7-12a5462da2c9,,,Safety Box,,Medical supply,N/A,,,3,Safety Box,Medical Supply Items,CONCEPT-SET
5c656007-3a13-418c-925d-f3b2156aa909,,,Biohazard Bags - 8x12,,Medical supply,N/A,,,3,Biohazard Bags - 8x12,Medical Supply Items,CONCEPT-SET
8a3ece79-8afc-46ea-85fc-a2a1b5175f17,,,Biohazard Bags ,,Medical supply,N/A,,,3,Biohazard Bags ,Medical Supply Items,CONCEPT-SET
88e3e93d-92dc-40e5-9ccb-e790041c8c09,,,Eye Goggle,,Medical supply,N/A,,,3,Eye Goggle,Medical Supply Items,CONCEPT-SET
f265aad6-ec2d-4740-ab00-7d42c30468dd,,,Auto Disposable Syringe-2ml with Needle 21G of 100,,Medical supply,N/A,,,3,Auto Disposable Syringe-2ml with Needle 21G of 100,Medical Supply Items,CONCEPT-SET
f1cc6386-2216-45d4-af34-83d3ada2df9e,,,Cryogenic Vial-Of 450,,Medical supply,N/A,,,3,Cryogenic Vial-Of 450,Medical Supply Items,CONCEPT-SET
893f22a5-2bda-49e0-a738-995233764a21,,,Syringe(AD) -5ml with needle 21G ,,Medical supply,N/A,,,3,Syringe(AD) -5ml with needle 21G ,Medical Supply Items,CONCEPT-SET
1b605c56-59e8-4b0c-a82c-80234f55389f,,,Condoms-Male Latex length 180mm width 53mm    ,,Medical supply,N/A,,,3,Condoms-Male Latex length 180mm width 53mm    ,Medical Supply Items,CONCEPT-SET
08d79515-c2e0-490f-9b53-33ec9237b672,,,Biohazard Bags -Yellow 255 X 355mm,,Medical supply,N/A,,,3,Biohazard Bags -Yellow 255 X 355mm,Medical Supply Items,CONCEPT-SET
b41ae9f3-2e1b-408b-b341-27a5736bb430,,,Examination Glove-Latex Large Size ,,Medical supply,N/A,,,3,Examination Glove-Latex Large Size ,Medical Supply Items,CONCEPT-SET
1f7d4644-d5be-4ba7-9321-b499d30533d9,,,Hemocytometer ,,Medical supply,N/A,,,3,Hemocytometer ,Medical Supply Items,CONCEPT-SET
44749336-8580-49f9-9083-deb122c7b594,,,"Blood Collection Tube-K3 EDTA, 3ml ",,Medical supply,N/A,,,3,"Blood Collection Tube-K3 EDTA, 3ml ",Medical Supply Items,CONCEPT-SET
b0db70e2-2a16-417c-b218-f607d72afd72,,,Adhesive Plaster Zinc Oxide-Size 7.5cm X 10m,,Medical supply,N/A,,,3,Adhesive Plaster Zinc Oxide-Size 7.5cm X 10m,Medical Supply Items,CONCEPT-SET
810f37fa-a767-45e4-aca3-6b5e92e13765,,,Applicator Wooden Stick-15cm Long x diam. 2.5mm with Cotton,,Medical supply,N/A,,,3,Applicator Wooden Stick-15cm Long x diam. 2.5mm with Cotton,Medical Supply Items,CONCEPT-SET
90f479d7-5fc0-4c2c-b283-40e7917011f0,,,Cannula Intravenous Set (IV Cannula) -24G,,Medical supply,N/A,,,3,Cannula Intravenous Set (IV Cannula) -24G,Medical Supply Items,CONCEPT-SET
b7b70892-e657-488d-8ff9-567c20f02223,,,Cannula Intravenous Set (IV Cannula) -22G,,Medical supply,N/A,,,3,Cannula Intravenous Set (IV Cannula) -22G,Medical Supply Items,CONCEPT-SET
2b28494f-557c-4679-af72-3cb13cec71fa,,,"Disposable Syringe-3 parts , 3ml  with 21G needle ",,Medical supply,N/A,,,3,"Disposable Syringe-3 parts , 3ml  with 21G needle ",Medical Supply Items,CONCEPT-SET
26dda856-b080-4181-8b34-76e9f16df678,,,"Disposable Syringe- 3 parts , 5ml with 21G needle ",,Medical supply,N/A,,,3,"Disposable Syringe- 3 parts , 5ml with 21G needle ",Medical Supply Items,CONCEPT-SET
0f5f7c16-74b8-4a28-af3f-eba0c79776b7,,,Tongue Depressor-wooden,,Medical supply,N/A,,,3,Tongue Depressor-wooden,Medical Supply Items,CONCEPT-SET
05be9f89-ef3f-45bc-9873-924132e63d9f,,,Torniquate -of double belt ,,Medical supply,N/A,,,3,Torniquate -of double belt ,Medical Supply Items,CONCEPT-SET
4f0dd806-f574-4c04-a004-a7a692f3ca7a,,,Gauze Bandage-10cm x 5m,,Medical supply,N/A,,,3,Gauze Bandage-10cm x 5m,Medical Supply Items,CONCEPT-SET
6c44b9b5-dcef-408b-9b4e-cae97a131496,,,Gauze Bandage-B/P Mesh 28 x 24 size 12.5cm x 5m,,Medical supply,N/A,,,3,Gauze Bandage-B/P Mesh 28 x 24 size 12.5cm x 5m,Medical Supply Items,CONCEPT-SET
386cae61-ec4f-4d6e-abd1-4336c97bc552,,,Gauze Surgical-90cm x 100m,,Medical supply,N/A,,,3,Gauze Surgical-90cm x 100m,Medical Supply Items,CONCEPT-SET
afbf414e-a6f8-4bab-91ae-9cdbca8fbd78,,,Examination Glove-Latex disposable Non-Sterile Medium size ,,Medical supply,N/A,,,3,Examination Glove-Latex disposable Non-Sterile Medium size ,Medical Supply Items,CONCEPT-SET
6d026b56-01a5-437a-be42-dd1c36fd4c85,,,Surgical Glove-sterile Latex No. 7 ,,Medical supply,N/A,,,3,Surgical Glove-sterile Latex No. 7 ,Medical Supply Items,CONCEPT-SET
d9155ae9-f567-4d1b-9c96-2f3d1286e4dd,,,Plaster Of Paris (P.O.P) -10cm x 3m,,Medical supply,N/A,,,3,Plaster Of Paris (P.O.P) -10cm x 3m,Medical Supply Items,CONCEPT-SET
54a659b1-6c98-4e82-838c-c5d9ee0eae23,,,Plaster Of Paris (P.O.P) -15 cm x 3m,,Medical supply,N/A,,,3,Plaster Of Paris (P.O.P) -15 cm x 3m,Medical Supply Items,CONCEPT-SET
8614e567-b1ef-4907-98e1-eb88cbeccada,,,Umblical-Clamp 5.3cm Sterile,,Medical supply,N/A,,,3,Umblical-Clamp 5.3cm Sterile,Medical Supply Items,CONCEPT-SET
c699849b-d86f-47c5-ad1b-c052504939d7,,,Scalp Vein Winged Infusion Set-23G,,Medical supply,N/A,,,3,Scalp Vein Winged Infusion Set-23G,Medical Supply Items,CONCEPT-SET
b296ce2d-9621-42b6-b85e-1cfc8da9d175,,,Scalp Vein Winged Infusion Set-25G,,Medical supply,N/A,,,3,Scalp Vein Winged Infusion Set-25G,Medical Supply Items,CONCEPT-SET
e64ea67a-9dda-4ff8-b5c1-ab7e8b5bdff6,,,"Cat Gut Chromic-   3.5 (2/0), 75 cm HR 38 1/2 C.R.B 38mm heavy needle 334",,Medical supply,N/A,,,3,"Cat Gut Chromic-   3.5 (2/0), 75 cm HR 38 1/2 C.R.B 38mm heavy needle 334",Medical Supply Items,CONCEPT-SET
cc92851f-ee05-4313-87bd-7a9ab539ca50,,,Biohazard Bags -24x36 of 200,,Medical supply,N/A,,,3,Biohazard Bags -24x36 of 200,Medical Supply Items,CONCEPT-SET
f42fc27d-f4ad-4820-b5c2-e09fd424a5cc,,,Sputem Cup--,,Medical supply,N/A,,,3,Sputem Cup--,Medical Supply Items,CONCEPT-SET
2c9032f4-4069-40bc-ae96-221e2e8e52da,,,Microscope Slide-76mm x 26mm of 50,,Medical supply,N/A,,,3,Microscope Slide-76mm x 26mm of 50,Medical Supply Items,CONCEPT-SET
f02d1350-4eec-41f0-a5e6-6002acc25915,,,"Blood Lancets, Disposable Sterile",,Medical supply,N/A,,,3,"Blood Lancets, Disposable Sterile",Medical Supply Items,CONCEPT-SET
60687ce4-b454-4b52-9ba8-965783869fd7,,,Suction Catheter-No.6,,Medical supply,N/A,,,3,Suction Catheter-No.6,Medical Supply Items,CONCEPT-SET
f153239f-b64d-4ac0-858b-0d36f9ee378e,,,Suction Catheter-No.8,,Medical supply,N/A,,,3,Suction Catheter-No.8,Medical Supply Items,CONCEPT-SET
cf204f6e-a2e5-4d13-bf12-c9dc21c84585,,,Disposable Syringe-50ml with Needle ,,Medical supply,N/A,,,3,Disposable Syringe-50ml with Needle ,Medical Supply Items,CONCEPT-SET
b7974363-8969-4443-a776-b9f3db4e0b9f,,,Auto Disposable Syringe-1ml with needle,,Medical supply,N/A,,,3,Auto Disposable Syringe-1ml with needle,Medical Supply Items,CONCEPT-SET
7843e5a2-ffbc-423e-bba2-625ebc26d473,,,Cat Gut Chromic-3.0(3/0) 75cm on 18-20mm 1/2circle Round Bodied Needle 2234,,Medical supply,N/A,,,3,Cat Gut Chromic-3.0(3/0) 75cm on 18-20mm 1/2circle Round Bodied Needle 2234,Medical Supply Items,CONCEPT-SET
d9612f5d-7cec-4a94-aff0-f9523cb773fe,,,Cover Slide-22x22mm Thickness 13 mm,,Medical supply,N/A,,,3,Cover Slide-22x22mm Thickness 13 mm,Medical Supply Items,CONCEPT-SET
d4b76258-a6a4-4d97-82a0-ff804084591e,,,Mosquito Bednet-160x180x150,,Medical supply,N/A,,,3,Mosquito Bednet-160x180x150,Medical Supply Items,CONCEPT-SET
1ab59114-7e03-47a7-9fb4-0122b4e7d197,,,Zinc Oxide Plaster-7.5cm x 5 ,,Medical supply,N/A,,,3,Zinc Oxide Plaster-7.5cm x 5 ,Medical Supply Items,CONCEPT-SET
33a518ab-3a2f-4a5e-8921-f5578acd2d97,,,Pasteur Pipette-Non-Ggraduated ,,Medical supply,N/A,,,3,Pasteur Pipette-Non-Ggraduated ,Medical Supply Items,CONCEPT-SET
951a06d5-7acc-4504-bab0-29186f79ce51,,,Biohazard Bags -Autoclave -38x48,,Medical supply,N/A,,,3,Biohazard Bags -Autoclave -38x48,Medical Supply Items,CONCEPT-SET
b365f78a-b49a-4ac0-8b1b-bbd44d3620be,,,Auto Disposable Syringe-0.5ml with Fixed needle 23 G,,Medical supply,N/A,,,3,Auto Disposable Syringe-0.5ml with Fixed needle 23 G,Medical Supply Items,CONCEPT-SET
8730a410-3cec-4738-9abe-6f264737f7e1,,,"Insulin Syringe -For single use, 0.3ml ,6mm/30G,U-100 Euro languages ",,Medical supply,N/A,,,3,"Insulin Syringe -For single use, 0.3ml ,6mm/30G,U-100 Euro languages ",Medical Supply Items,CONCEPT-SET
89da436c-0642-4778-8546-fe44032d7f94,,,Cryogenic Vial-1.5ml (Nuc Tube),,Medical supply,N/A,,,3,Cryogenic Vial-1.5ml (Nuc Tube),Medical Supply Items,CONCEPT-SET
65917bb9-ed66-41fb-b5c4-8412356a3996,,,Microscope Slide-25x75mm,,Medical supply,N/A,,,3,Microscope Slide-25x75mm,Medical Supply Items,CONCEPT-SET
d96d9f25-3cb2-4dc8-954a-a4f2e74c7973,,,Syringe(AD) -1ml,,Medical supply,N/A,,,3,Syringe(AD) -1ml,Medical Supply Items,CONCEPT-SET
8e0bfb5f-2a46-4e5b-9a59-abd76339dae7,,,Blood Transfusion Set ,,Medical supply,N/A,,,3,Blood Transfusion Set ,Medical Supply Items,CONCEPT-SET
ec460bf9-72d6-4e97-8306-7b0ba93a9b4d,,,Auto Disposable Syringe-0.05ml with Needle ,,Medical supply,N/A,,,3,Auto Disposable Syringe-0.05ml with Needle ,Medical Supply Items,CONCEPT-SET
8a1c6b44-858d-4a53-9327-fa9471c9b358,,,PIMA -Bead Standard,,Medical supply,N/A,,,3,PIMA -Bead Standard,Medical Supply Items,CONCEPT-SET
b43cd74f-badd-4f97-b00a-825ae6ebac2d,,,"Disposable Syringe-(Sterile) 3 Parts, 10ml Luer fitting with 21G 1& 1/2 Needle",,Medical supply,N/A,,,3,"Disposable Syringe-(Sterile) 3 Parts, 10ml Luer fitting with 21G 1& 1/2 Needle",Medical Supply Items,CONCEPT-SET
40d2bc4a-383a-42fb-9aa4-b4bd52790dd8,,,Tag-For Refrigerator,,Medical supply,N/A,,,3,Tag-For Refrigerator,Medical Supply Items,CONCEPT-SET
cc519698-a68f-4013-974d-2cb93941b3f9,,,Filter Paper Qualitative Whatman-type grade 1 diameter 90mm,,Medical supply,N/A,,,3,Filter Paper Qualitative Whatman-type grade 1 diameter 90mm,Medical Supply Items,CONCEPT-SET
ad5ca3b5-b8fa-4249-b740-8dad531ccc56,,,Eye Goggle-plastic,,Medical supply,N/A,,,3,Eye Goggle-plastic,Medical Supply Items,CONCEPT-SET
1e452fd2-a562-4288-bb77-a4df8ab54f16,,,ESR pipete,,Medical supply,N/A,,,3,ESR pipete,Medical Supply Items,CONCEPT-SET
3c9d4af5-ee2e-404a-9107-dabfbc15062d,,,Disposable Syringe-3ml with Needle,,Medical supply,N/A,,,3,Disposable Syringe-3ml with Needle,Medical Supply Items,CONCEPT-SET
780e928f-c35c-4523-953c-d19504edde25,,,Auto Disposable Syringe-0.5ml,,Medical supply,N/A,,,3,Auto Disposable Syringe-0.5ml,Medical Supply Items,CONCEPT-SET
7d3ecef0-8d80-4814-9cab-a2ee919c6751,,,Starting Device-117U6015,,Medical supply,N/A,,,3,Starting Device-117U6015,Medical Supply Items,CONCEPT-SET
8d56ca3b-4af9-4050-a1f1-8337b767e933,,,Fan-Jamican KF 1225B1MR-R,,Medical supply,N/A,,,3,Fan-Jamican KF 1225B1MR-R,Medical Supply Items,CONCEPT-SET
f1e183f6-055b-4f59-a025-3e0e2f4b2e11,,,Microscope Slide-frosted ended ,,Medical supply,N/A,,,3,Microscope Slide-frosted ended ,Medical Supply Items,CONCEPT-SET
dced6765-db77-4c77-bac6-c30e9f636e05,,,PIMA -printer paper I,,Medical supply,N/A,,,3,PIMA -printer paper I,Medical Supply Items,CONCEPT-SET
ed6436cf-81c8-4c68-9735-c66aa960595a,,,"coverall,w/hood,type 4,tight clothing,large(176-182cm)",,Medical supply,N/A,,,3,"coverall,w/hood,type 4,tight clothing,large(176-182cm)",Medical Supply Items,CONCEPT-SET
dd731b00-21fa-4ede-acc8-e992ca22cbb9,,,"coverall,w/hood,type 4,tight clothing,x-large(182-188cm)",,Medical supply,N/A,,,3,"coverall,w/hood,type 4,tight clothing,x-large(182-188cm)",Medical Supply Items,CONCEPT-SET
3d832298-ee8e-486c-bf19-78b0786674e5,,,"coverall,w/hood,type 4,tight clothing,mediuml(170-176cm)",,Medical supply,N/A,,,3,"coverall,w/hood,type 4,tight clothing,mediuml(170-176cm)",Medical Supply Items,CONCEPT-SET
17142010-4bc2-4407-86ee-4963087809b2,,,"coverall,w/hood,type 4,tight clothing,small(164-170cm)",,Medical supply,N/A,,,3,"coverall,w/hood,type 4,tight clothing,small(164-170cm)",Medical Supply Items,CONCEPT-SET
0423f20a-c5b9-46a6-b84e-763adb84a75b,,,Bandage Triangular-96x96x136cm,,Medical supply,N/A,,,3,Bandage Triangular-96x96x136cm,Medical Supply Items,CONCEPT-SET
77ccae8f-eba0-4346-a002-725539617904,,,"Conical Centrifuge Tubes-Sterile,disposable,15ml",,Medical supply,N/A,,,3,"Conical Centrifuge Tubes-Sterile,disposable,15ml",Medical Supply Items,CONCEPT-SET
a75eba6a-c9e1-4a57-947b-69cac35b3b56,,,Micropipette tips 100-1000 microliter,,Medical supply,N/A,,,3,Micropipette tips 100-1000 microliter,Medical Supply Items,CONCEPT-SET
822cd9c7-c409-48b6-9553-504b31419f18,,,"Book,Malnutriton Screen regist.english",,Medical supply,N/A,,,3,"Book,Malnutriton Screen regist.english",Medical Supply Items,CONCEPT-SET
f670b3d5-be08-4159-80e0-663b9333704e,,,"TFP Multi chart,A3",,Medical supply,N/A,,,3,"TFP Multi chart,A3",Medical Supply Items,CONCEPT-SET
f855288e-21b7-471a-bb62-377cd3dc1f12,,,Ice Blocks,,Medical supply,N/A,,,3,Ice Blocks,Medical Supply Items,CONCEPT-SET
4b5bd372-7a68-407d-913d-d2bd259ad7b0,,,Flex cable,,Medical supply,N/A,,,3,Flex cable,Medical Supply Items,CONCEPT-SET
5593e028-742a-4f78-86b6-781b4cc0c728,,,OTP  Record card English,,Medical supply,N/A,,,3,OTP  Record card English,Medical Supply Items,CONCEPT-SET
68b7d442-ac89-4c05-a31b-15ec1c33b928,,,Insertion accessory-Kit for Implanon,,Medical supply,N/A,,,3,Insertion accessory-Kit for Implanon,Medical Supply Items,CONCEPT-SET
9a4a1784-48f3-48db-8689-21779ca47372,,,Gauze Surgical-90cmx100m mesh size 19x15,,Medical supply,N/A,,,3,Gauze Surgical-90cmx100m mesh size 19x15,Medical Supply Items,CONCEPT-SET
42ce9d06-3955-4d96-9bc1-75bf1cdddb22,,,Adult hose,,Medical supply,N/A,,,3,Adult hose,Medical Supply Items,CONCEPT-SET
9551aed5-15c4-482f-b6b0-82c4dd9f2a46,,,Diasaf Plus Filter,,Medical supply,N/A,,,3,Diasaf Plus Filter,Medical Supply Items,CONCEPT-SET
0ef49619-9073-4696-a086-284a1ac973d0,,,Starting Device-117U6000,,Medical supply,N/A,,,3,Starting Device-117U6000,Medical Supply Items,CONCEPT-SET
29363370-2d12-4e6e-9da1-6f039addb8ee,,,Starting Device-103N0021 (PTC),,Medical supply,N/A,,,3,Starting Device-103N0021 (PTC),Medical Supply Items,CONCEPT-SET
06214e92-68e6-4b30-adc9-aa2f8a7adbf6,,,Sling For Use-100% cotton,,Medical supply,N/A,,,3,Sling For Use-100% cotton,Medical Supply Items,CONCEPT-SET
3fe2b7cd-3f2e-4ff1-9f3d-1d2892042449,,,Insertion/removal accessories for implanol -For 25 insertion/removal procedures,,Medical supply,N/A,,,3,Insertion/removal accessories for implanol -For 25 insertion/removal procedures,Medical Supply Items,CONCEPT-SET
245d3a68-e508-4437-90e7-33f5781b8f92,,,Sterile polyester fiber - tipped applicators swabs-in paper,,Medical supply,N/A,,,3,Sterile polyester fiber - tipped applicators swabs-in paper,Medical Supply Items,CONCEPT-SET
9f10219c-3900-441c-b660-801c5db56eca,,,Compressor -MTZ28 JC4A VE/R404a,,Medical supply,N/A,,,3,Compressor -MTZ28 JC4A VE/R404a,Medical Supply Items,CONCEPT-SET
087e555d-e075-412f-9d94-18d1c54bec64,,,Fan Evaporator -HBN 150 (18W),,Medical supply,N/A,,,3,Fan Evaporator -HBN 150 (18W),Medical Supply Items,CONCEPT-SET
ee7aa2f5-13e8-4b29-9484-c1515c1317cf,,,Mid Upper Arm Circumference(MUAC) measuring tape-Adult,,Medical supply,N/A,,,3,Mid Upper Arm Circumference(MUAC) measuring tape-Adult,Medical Supply Items,CONCEPT-SET
f578672b-fc37-410b-8a5c-c3dd68b15a42,,,"Weighing trousers-for use with spring scales.one size,pack of 5 pieces in carry bag",,Medical supply,N/A,,,3,"Weighing trousers-for use with spring scales.one size,pack of 5 pieces in carry bag",Medical Supply Items,CONCEPT-SET
5fe5bc65-9c7c-4b78-bf27-63d1f5829bf1,,,Autoclave indicater tape-19mmx50m,,Medical supply,N/A,,,3,Autoclave indicater tape-19mmx50m,Medical Supply Items,CONCEPT-SET
0c61e852-276b-4557-85ab-0d61627ba4cb,,,Cat Gut Chromic-gauge 3.0 (3/0) 75cm on 25mm 1/2 circle round bodied needle,,Medical supply,N/A,,,3,Cat Gut Chromic-gauge 3.0 (3/0) 75cm on 25mm 1/2 circle round bodied needle,Medical Supply Items,CONCEPT-SET
99225abf-60b0-49cf-80bc-9d9907e6ad57,,,Polyglycolic acid absorbable braided violet-gauge 0.7 (6/0) 30cm on 12mm 1/2 circle cutting taper needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-gauge 0.7 (6/0) 30cm on 12mm 1/2 circle cutting taper needle,Medical Supply Items,CONCEPT-SET
93e0bdc8-b56d-423c-b4ec-622ed4dc4989,,,"Syringe -1ml

",,Medical supply,N/A,,,3,"Syringe -1ml

",Medical Supply Items,CONCEPT-SET
7e8d41c2-8bac-4ac1-8739-f28465a638ba,,,Polyglycolic acid absorbable braided violet-gauge 1.5 (4/0) 75cm on 15mm 1/2 circle reverse cutting taper needle,,Medical supply,N/A,,,3,Polyglycolic acid absorbable braided violet-gauge 1.5 (4/0) 75cm on 15mm 1/2 circle reverse cutting taper needle,Medical Supply Items,CONCEPT-SET
29875336-d8e7-430d-9a1a-0e50dd534e88,,,Low Nitrogen Weighing Paper,,Medical supply,N/A,,,3,Low Nitrogen Weighing Paper,Medical Supply Items,CONCEPT-SET
38dc7829-e829-460a-89e6-3c378c76f006,,,"Battery - 6v 4PVV280 Sealed gel  non-hazardous C100h=279Ah, C10h=224Ah",,Medical supply,N/A,,,3,"Battery - 6v 4PVV280 Sealed gel  non-hazardous C100h=279Ah, C10h=224Ah",Medical Supply Items,CONCEPT-SET
26ac454a-3eca-4ea9-b6f0-964281a11755,,,Insertion Accessories Kit for Implanol 64 Insertion/removal Procedure,,Medical supply,N/A,,,3,Insertion Accessories Kit for Implanol 64 Insertion/removal Procedure,Medical Supply Items,CONCEPT-SET
240c8840-065d-4ac3-8e9e-7faa7f7cbe64,,,Stove Kerosine,,Medical supply,N/A,,,3,Stove Kerosine,Medical Supply Items,CONCEPT-SET
147c63b1-ed54-429d-a3dc-b3088ec58ec7,,,"Switch Low Pressure, HBN 150",,Medical supply,N/A,,,3,"Switch Low Pressure, HBN 150",Medical Supply Items,CONCEPT-SET
e64c16cd-c32d-4a0f-9968-c2bee9641e54,,,Spring Spacer,,Medical supply,N/A,,,3,Spring Spacer,Medical Supply Items,CONCEPT-SET
d5154391-5fef-48c8-9211-9ddf5142b343,,,Cannula Intravenous Set-18G ,,Medical supply,N/A,,,3,Cannula Intravenous Set-18G ,Medical Supply Items,CONCEPT-SET
f6a72c10-5cc0-4e51-8e61-fb72686e241e,,,Cannula Intravenous Set-22G,,Medical supply,N/A,,,3,Cannula Intravenous Set-22G,Medical Supply Items,CONCEPT-SET
1cccffb5-e7f4-47ea-bc1d-7dc62e4bd8f4,,,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation-200ml",,Medical supply,N/A,,,3,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation-200ml",Medical Supply Items,CONCEPT-SET
6d8b4f60-1be2-4f8d-8f76-877c3e66b31b,,,Scalp Vein Winged Infusion Set-21G,,Medical supply,N/A,,,3,Scalp Vein Winged Infusion Set-21G,Medical Supply Items,CONCEPT-SET
7c685122-b3f5-45c0-8ad5-636f7f9cfd89,,,Syringe (Disposable)-2ml with needle 21G,,Medical supply,N/A,,,3,Syringe (Disposable)-2ml with needle 21G,Medical Supply Items,CONCEPT-SET
7b70a47b-9f6c-40f0-9473-15c85cf5e396,,,Glove Examination Latex Non Powdered-large,,Medical supply,N/A,,,3,Glove Examination Latex Non Powdered-large,Medical Supply Items,CONCEPT-SET
6ecb0129-a029-4dc5-9b55-5b46c70ed56d,,,Glove Heavy  Duty Latex (Disposable)-large,,Medical supply,N/A,,,3,Glove Heavy  Duty Latex (Disposable)-large,Medical Supply Items,CONCEPT-SET
da9a4986-412a-4818-872f-0720bea05135,,,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation-150ml",,Medical supply,N/A,,,3,"Conical Flask Erlenmeger Borosilicate Glass 3.3, with Printed Graduation-150ml",Medical Supply Items,CONCEPT-SET
c1959ad2-8e6d-4758-a099-c80fb3b9c31f,,,Syringe Insulin (Disposable)-1ml on 8mm with Fixed Needle 30G,,Medical supply,N/A,,,3,Syringe Insulin (Disposable)-1ml on 8mm with Fixed Needle 30G,Medical Supply Items,CONCEPT-SET
ee0ff697-39ba-4b36-aef8-bdade091def9,,,Colostomy Bag Adhesive  Regulator Closed-25cmx14cm 30mm Opening,,Medical supply,N/A,,,3,Colostomy Bag Adhesive  Regulator Closed-25cmx14cm 30mm Opening,Medical Supply Items,CONCEPT-SET
a2447db5-8815-4937-a7c2-bdae64c98e13,,,Syringe (Disposable)-2ml with Needle 22G,,Medical supply,N/A,,,3,Syringe (Disposable)-2ml with Needle 22G,Medical Supply Items,CONCEPT-SET
b7545cc5-41ba-460d-b46a-33cdf5e5a51b,,,Boots-38 Size,,Medical supply,N/A,,,3,Boots-38 Size,Medical Supply Items,CONCEPT-SET
a9b71ad9-0533-481c-b097-58259bcadd6b,,,Gauze Bandage-5cmx5m,,Medical supply,N/A,,,3,Gauze Bandage-5cmx5m,Medical Supply Items,CONCEPT-SET
1bf511be-7f84-49ab-9242-ab9090451726,,,Door Curtain PVC TKA-900X2000cm,,Medical supply,N/A,,,3,Door Curtain PVC TKA-900X2000cm,Medical Supply Items,CONCEPT-SET
f8639274-809e-4c17-b328-f1327b242ced,,,Polyamide Monofilament-Gauge 0.2(10/0)  38cm in 64mm spatula Double Armed Needle,,Medical supply,N/A,,,3,Polyamide Monofilament-Gauge 0.2(10/0)  38cm in 64mm spatula Double Armed Needle,Medical Supply Items,CONCEPT-SET
d4ffe63c-b7c0-4e51-a660-cfa8e4653ffe,,,Mersilk  Braided Black-Gauge 2.0(3/0) 75cm on 35mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 2.0(3/0) 75cm on 35mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
a6505bbe-baea-465e-aaa3-8a914cf9b873,,,Cat Gut Chromic-Gauge 3.0(3/0) 75cm on 20mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,3,Cat Gut Chromic-Gauge 3.0(3/0) 75cm on 20mm 1/2 Circle Round Bodied Needle,Medical Supply Items,CONCEPT-SET
416ca541-db7b-408e-9f3d-ff3941c4a489,,,Polyamide Monofilament-Gauge 3.5(2/0) 75cm on 27mm 1/2 circle round bodied Spatula double Armed Needle,,Medical supply,N/A,,,3,Polyamide Monofilament-Gauge 3.5(2/0) 75cm on 27mm 1/2 circle round bodied Spatula double Armed Needle,Medical Supply Items,CONCEPT-SET
98580360-d718-4ef5-8497-08348191d8d4,,,Mersilk  Braided Black-Gauge 4.0(1) 40cm on 40mm 1/2 Circle  Round Bodied Needle,,Medical supply,N/A,,,3,Mersilk  Braided Black-Gauge 4.0(1) 40cm on 40mm 1/2 Circle  Round Bodied Needle,Medical Supply Items,CONCEPT-SET
86fc0e4e-9878-482b-a9a1-6fddb86fb1a2,,,Surgical Scalpel Blade -No.20,,Medical supply,N/A,,,3,Surgical Scalpel Blade -No.20,Medical Supply Items,CONCEPT-SET
ae134b44-f38b-41bc-9e8f-7c63c4bc982d,,,Implanon Arm Models + Extra Skin,,Medical supply,N/A,,,3,Implanon Arm Models + Extra Skin,Medical Supply Items,CONCEPT-SET
1c19d46f-f097-49f9-b6bb-6bdfd8300629,,,"Resuscitation Set used for Neonatal, Pediatric  & Adult Providing 02 Inhalation",,Medical supply,N/A,,,3,"Resuscitation Set used for Neonatal, Pediatric  & Adult Providing 02 Inhalation",Medical Supply Items,CONCEPT-SET
c0502103-cc02-493f-a7db-51db6a1c3e43,,,Syringe(AD) -0.5ml,,Medical supply,N/A,,,3,Syringe(AD) -0.5ml,Medical Supply Items,CONCEPT-SET
