Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1
f41cb314-b8b2-4a84-8071-dcfdabc2a040,,,Nurse confirmed discharge readiness,Nurse confirmed discharge,Whether the nurse has confirmed that discharge readiness tasks are complete before the patient can be unassigned from a bed,Question,Coded,1065AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA;1066AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
