Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Absolute low,Critical low,Normal low,Normal high,Critical high,Absolute high,Units,Allow decimals,Display precision,_version:1,_order:1000,Answers
f6a7b8c9-d0e1-4234-f567-89abcdef0123,,,Blood Specimen,,Whole Blood,,Laboratory tests performed on blood specimens (OpenELIS: Whole Blood / WB),,Specimen,N/A,,,,,,,,,,1,1,
d0e1f2a3-b4c5-4678-d901-cdef01234567,,,Other Specimen,,Other Sample,,Laboratory tests on miscellaneous specimen types,,Specimen,N/A,,,,,,,,,,1,2,
c9d0e1f2-a3b4-4567-c890-bcdef0123456,,,Skin Specimen,,Skin,,Laboratory tests performed on skin specimens (OpenELIS: Skin / SKN),,Specimen,N/A,,,,,,,,,,1,3,
