Uuid,Void/Retire,Same as mappings,Fully specified name:en,Fully specified name:fr,Short name:en,Short name:fr,Description:en,Description:fr,Data class,Data type,Absolute low,Critical low,Normal low,Normal high,Critical high,Absolute high,Units,Allow decimals,Display precision,_version:1,_order:1000,Answers
a1b2c3d4-e5f6-4789-a012-3456789abcde,,,All Orderables,,Orderables,,"Root catalog for clinical orderables (lab, radiology, procedure)",,ConvSet,N/A,,,,,,,,,,1,1,
b2c3d4e5-f6a7-4890-b123-456789abcdef,,,Lab Samples,,Lab,,Laboratory orders grouped by specimen type,,ConvSet,N/A,,,,,,,,,,1,2,
d4e5f6a7-b8c9-4012-d345-6789abcdef01,,,Procedure Orders,,Procedures,,Procedure orders grouped by specialty or body region,,ConvSet,N/A,,,,,,,,,,1,3,
c3d4e5f6-a7b8-4901-c234-56789abcdef0,,,Radiology Orders,,Radiology,,Imaging and radiology orders,,ConvSet,N/A,,,,,,,,,,1,4,
