Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1
8411fbfa-e070-4143-aca2-b85f6f7dbe6c,,,Patient Condition,Patient Condition,Current clinical condition of the inpatient documented on the order sheet,Question,Coded,,,1,1
b9205beb-8012-4dd4-abe8-3581bed3f30f,,,Stable,,,Misc,N/A,,,1,2
31585abf-48a2-4c80-af26-f3fb1d6a9a20,,,Sub-critical,,,Misc,N/A,,,1,3
8d956de6-e36f-468c-8485-50858340331c,,,Critical,,,Misc,N/A,,,1,4
bf82f0d9-3730-4a52-ac09-6b5c5242769e,,,Diet,Diet,Diet orders or instructions for the inpatient documented on the order sheet,Question,Text,,,1,5
310d9f48-28c7-4e06-bdb9-be8054121529,,,Ambulation,Ambulation,Activity and ambulation orders for the inpatient documented on the order sheet,Question,Text,,,1,6
da95c5d6-ece1-4bfa-84bf-9588d2339714,,,Other(non drug) orders,Other(non drug) orders,Non-drug inpatient orders documented on the inpatient order sheet,Question,Text,,,1,7
