Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_order:500,_version:1
eb16402c-f785-437a-a31c-508137b56f97,,,Calciiferol (Ergocalciferol/Vitamin D2),,Drug,Text,,,5
c0dea434-7866-4b9a-bd7c-2aa2a1fcd94e,,,Hydroxypropylmethylcellulose (Hypromellose),,Drug,Text,,,5
f50d9c22-6b27-4ad7-be6f-132c084a43a6,,,Vitamin B12,,Drug,Text,,,5
fb1247a3-b5fe-42db-a7bc-fc3e5a991ea3,,,Chlorpheniramine Maleate,,Drug,Text,,,5
5a6de634-4aad-4739-bd63-c0b9b9ac2362,,,Cetrizine,,Drug,Text,,,5
d0a8639b-1ee9-4e93-b6be-b5e3674dae86,,,Pilocarpine HCL,,Drug,Text,,,5
9cf8816c-1744-46a5-87fe-8f8be2a573c8,,,Tropicamide,,Drug,Text,,,5
9fa81f85-a360-4dda-959e-822582358cc5,,,Chloramphenicol,,Drug,Text,,,5
80681189-fef7-4a3b-b4d9-06bffbe83fb3,,,Gentamicin,,Drug,Text,,,5
31bacc4b-ecfe-4b74-b7c9-5d386ba98d04,,,Tetracycline,,Drug,Text,,,5
be9da654-d30c-4fb0-86c2-b42318941fd6,,,Nystatin,,Drug,Text,,,5
b5db3e89-e370-456b-9105-77a7c16611b1,,,Oxytetracycline HCL + Hydrocortisone Acetate,,Drug,Text,,,5
a45b0b7d-fdfa-4909-83f4-ab4f1af8507d,,,Benzyl Benzoate,,Drug,Text,,,5
bf1f8ab3-13a2-4c59-9caf-8f3f6fd4d9ce,,,Sulphur,,Drug,Text,,,5
9ad3253c-5750-48f7-942e-b8255b802950,,,Fusidic Acid,,Drug,Text,,,5
23abd8d0-6982-4e6f-bd11-d39fb073989f,,,Crotamiton,,Drug,Text,,,5
58da2a7d-8a83-4200-ab17-022dc80a6a2e,,,Iodine,,Drug,Text,,,5
eb13421f-7280-421f-970f-eddc674366e7,,,Potassium Permanganate,,Drug,Text,,,5
55ea5b60-157d-4e97-bed3-b214fcd7cc52,,,Pralidoxime Chloride,,Drug,Text,,,5
8fe8802e-4d6e-4177-ac20-9794dc977acd,,,Diphtheria Antitoxin,,Drug,Text,,,5
f385a478-eb61-4d83-9e20-503ba461d9bf,,,Haemophilus Influenza Type B (Hib) Vaccine,,Drug,Text,,,5
572fd415-d13a-4f63-b6de-5ab103922d39,,,Human Antirabies Immunoglobulin,,Drug,Text,,,5
fadd18df-d4a3-447c-9227-e5f552ff9535,,,"Measles Virus Vaccine, Live Attenuated and Freeze Dried",,Drug,Text,,,5
e9222e8b-e4ab-4548-b485-e482b1c8096b,,,Meningococcal Polysaccharide Vaccine (Bivalent And Trivalent),,Drug,Text,,,5
cbead8a4-727a-40b5-a997-2f9dbd32179a,,,Rabies (Human diploid cell) Vaccine,,Drug,Text,,,5
94a47409-7890-4051-aad2-cdde8312d39c,,,Tetanus Antitoxin (Human) Equine,,Drug,Text,,,5
1479cfbf-f999-47f0-8a00-13aafa25bcff,,,BCG Vaccine,,Drug,Text,,,5
b0455ef7-ab13-449a-bbee-b3ccb9761f05,,,"Diphteria,Tetanus Toxoid",,Drug,Text,,,5
80bc1fb7-0060-4b44-ad5b-e3feb99d4765,,,"Diphteria,Tetanus Toxoid,Pertussis, Hemophilus +HI",,Drug,Text,,,5
230f1a3f-ac7e-4e6e-92e5-c1f392d7562b,,,"Poliomyelitis Vaccine,Trivalent Type I,II,III",,Drug,Text,,,5
699898ee-d0c7-4dd0-bbb8-89eeac7f6737,,,Yellow Fever Vaccine,,Drug,Text,,,5
68d32899-139b-4ddd-9d5a-cf4bc69f7faf,,,Abacavir,,Drug,Text,,,5
3f4fc542-0a95-4d08-b29e-e85247ac253c,,,Didanosine,,Drug,Text,,,5
b3c90084-88ed-4c0d-b24e-c226934fbf09,,,Efavirenze,,Drug,Text,,,5
1ffe02ae-0185-48a4-a3a7-5d61b3af9ff4,,,Tenoxicam,,Drug,Text,,,5
d6a34c70-1d9f-4e00-ac1d-7cce8e83fa33,,,Indinavir,,Drug,Text,,,5
956ac09e-5cbd-4b6e-86bd-90aa38af567d,,,Lamivudine,,Drug,Text,,,5
d0ca4961-6e5f-4ffe-a646-f2ea765f5486,,,Nevirapine,,Drug,Text,,,5
f7fe2ff3-c0ba-43a0-8624-ce63cd48192b,,,Ritonavir,,Drug,Text,,,5
a2cf34c9-81f3-4b01-994b-dd7080ae992b,,,Tenofovir Disproxil Fumerate,,Drug,Text,,,5
fcd3cbfa-eb65-45dd-8490-0dc793dfc3f0,,,Zidovudine,,Drug,Text,,,5
40bd13a9-b4cb-4578-ad6c-e194eec23089,,,Piroxicam,,Drug,Text,,,5
03093094-38ae-4cbd-96db-7f126a9e387e,,,Sodium Fusidate,,Drug,Text,,,5
b446b1dc-00e4-46cd-9d93-d623c24430ed,,,Omeperazole,,Drug,Text,,,5
b56d7d99-d22c-4435-af40-2d8b56d14005,,,Atenolol,,Drug,Text,,,5
29dc2fff-6bfe-4341-a22c-d87046345881,,,Benzoyl Peroxide,,Drug,Text,,,5
1fea4b18-7bb7-4eee-8032-d1b77ac178e3,,,Nifedipine,,Drug,Text,,,5
dc685566-dad3-4627-a9b0-668e7bd30d6b,,,Acetazolamide,,Drug,Text,,,5
8f0d7de7-5325-4495-91d9-65d59968d57d,,,Magenta + Boric Acid + Phenol + Resorcinol + Alcoh,,Drug,Text,,,5
c3fed3d9-1424-463c-bab5-e84f1e06a669,,,Proparacaine HCL,,Drug,Text,,,5
faaa00b3-6b75-4c5a-b769-c1ff8a0633af,,,Ketoconazole,,Drug,Text,,,5
27886c6a-37ed-43b2-9905-c56eb9a2e731,,,Captopril,,Drug,Text,,,5
b655db8e-be3e-405d-9815-36284366df13,,,Tolmetin Sodium,,Drug,Text,,,5
55826ff5-f5d1-410a-a688-3fff5fed57f8,,,Diphenhydramin +SodiumCitrate +Ammonium Chloride,,Drug,Text,,,5
cd4075ea-2092-45d2-8c07-ed4007b1ac47,,,Pethidine HCL,,Drug,Text,,,5
f0ff04ab-0747-4edf-af57-08326b19e79d,,,Azithromycine,,Drug,Text,,,5
c7b3c24e-7e11-4f49-8d2f-0048537741f8,,,Cephalexine,,Drug,Text,,,5
01f2e872-fa86-4a71-95f3-a71b8fc4aa4c,,,Spectinomycine,,Drug,Text,,,5
d1d7e50f-c186-464e-8d9d-14e159d05b36,,,Ivermectin,,Drug,Text,,,5
baae9046-4c99-42a8-a091-55c1048a0b0f,,,Misoprostol,,Drug,Text,,,5
f82e348b-9b9e-4f9d-889b-644a292fe897,,,Cyanocobalamine(Vitamine B12),,Drug,Text,,,5
68330f0b-7b8f-4de1-b1c4-93d16d861077,,,Clioquinol + Hydrocortisone,,Drug,Text,,,5
ef66cc8b-18b6-4e38-9b82-5149a255e751,,,Folic Acid,,Drug,Text,,,5
e89dd1a3-34ee-4f6d-b933-b0542ae6a3be,,,Calamine,,Drug,Text,,,5
21a76c54-6de3-42f1-8352-4084a4253e0a,,,Levocetrizine,,Drug,Text,,,5
0bc1695e-8932-4288-9681-e4c3f59bfb23,,,Pure Glycerol,,Drug,Text,,,5
9ab221fb-b37e-47f3-956b-48fa06c1b002,,,Cimetidine,,Drug,Text,,,5
f96ab947-96b6-4f6a-8f7d-44c5a8178048,,,Codeine Phosphate,,Drug,Text,,,5
b70a0c94-c897-4e40-b6d5-9bfaea99edeb,,,Water For Injection,,Drug,Text,,,5
a9c13e9f-aefc-4046-bdff-23155342d253,,,RHZE (Rifampicin + Isoniazid + Pyrazinamide + Ethambutol),,Drug,Text,,,5
f3c6152b-e6ad-4a9c-8f15-df3fa52ccd18,,,Isoconazole,,Drug,Text,,,5
