Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1
13e21f69-e825-4bb0-8740-f33f530ec613,,,Service Requested,Service Requested,Type of service or department requested for patient transfer,Question,Coded,167410AAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,,1,1
f4162fe3-f7e3-4062-9bb3-aa1a4b1044a5,,,Transfer Note,Transfer Note,Clinical notes and information for patient transfer between departments,Question,Text,,,1,4
e7fafac8-1490-4370-b47e-1c6baeae9cf7,,,Link to,Link to,Destination location concept on the patient transfer form,Question,Text,,,1,5
