Uuid,Void/Retire,Same as mappings,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,_version:1,_order:1
32757eaf-e2ed-41dc-a7d9-1f5650a2af5b,,,DTP response accepted,Accepted,Returned prescription resubmission accepted by dispensing clinician,Finding,N/A,,,1,1
01936f78-8c68-48a9-b517-ce22b1ee2c28,,,DTP response rejected,Rejected,Returned prescription resubmission rejected by dispensing clinician,Finding,N/A,,,1,2
1249ea8c-1723-4b34-a499-e81c787db801,,,DTP response partially accepted,Partially accepted,Returned prescription resubmission partially accepted by dispensing clinician,Finding,N/A,,,1,3
83ab5a72-08de-48c4-94b5-e2587d722d45,,,DTP response,DTP response,Encounter-level DTP response recorded when resubmitting a returned prescription,Question,Coded,32757eaf-e2ed-41dc-a7d9-1f5650a2af5b;01936f78-8c68-48a9-b517-ce22b1ee2c28;1249ea8c-1723-4b34-a499-e81c787db801,,1,4
c4e8f1a2-6d3b-4f7e-9a2c-1b5d8e7f3a6c,,,DTP remark,DTP remark,Encounter-level free-text remark recorded when resubmitting a returned prescription,Question,Text,,,1,5
