Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_order:500,_version:1
edb9857f-1b43-46ac-ac3e-885988415fc7,,,Tracheostomy Tube with 90 degree curvature size 3.0,,Medical supply,N/A,,,2
54296d94-9787-4d23-b49e-12bdbe4b02c2,,,Tracheostomy Tube Metallic with 90 degree curvature size 3.5,,Medical supply,N/A,,,2
591bc4b8-d927-4bbf-9ec7-503d0f7ed829,,,Polyglycolic acid absorbable braided violet Gauge 0.4(8/0) 45cm on 8mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,2
61edf4f6-0691-4ebe-b5ea-5032913b8183,,,Tracheostomy Tube with 90 degree curvature size 4.5,,Medical supply,N/A,,,2
d685ade9-db01-4a93-b066-daf06e588902,,,Tracheostomy Tube Metallic with 90 degree curvature size 5.0,,Medical supply,N/A,,,2
fce4970c-be5b-4ed0-8d0b-9ce1cbac38c2,,,Tracheostomy Tube with 90 degree curvature size 9.0,,Medical supply,N/A,,,2
7a7aeb5c-6b9b-40b7-87a9-1ada26fddbee,,,Polyglycolic acid absorbable braided violet Gauge 0.4(8/0) 45cm on 8mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,2
7f252210-6a65-4ed3-8dba-c009128faf70,,,Polyglycolic acid absorbable braided violet Gauge 3.0(2/0) 75cm on 27mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,2
d66f6f8d-697b-4a8e-97f9-ba4700676e50,,,Polyglycolic acid absorbable braided violet Gauge 3.5(0) 75cm on 48mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,2
60eaed56-d694-40c3-87f9-5464d0316dea,,,Polyglycolic acid absorbable braided violet Gauge 3.5(0) 75 cm on 48 mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,2
408d3bef-8589-4a7a-82e8-fef6fafa7977,,,Polyglycolic acid absorbable braided violet Gauge 4.0(1) 75 cm on 45 mm ½ Circle Round Bodied Needle,,Medical supply,N/A,,,2
747d9fd3-cf2b-449b-90da-691e97ef3ab8,,,Polyglycolic acid absorbable braided violet Gauge 5.0(1) 75cm on 40mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,2
a2dd10a9-db9a-4724-b762-715590cc39a5,,,Cat Gut Chromic Gauge 3.0(2/0) 75cm on 27mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,2
9db0130f-90e4-42f5-9cb0-5943a76cf790,,,Mersilk Braided Black Gauge 3.5(0) 75cm on 32 mm ½ Circle Round Bodied Needle,,Medical supply,N/A,,,2
e3e422ae-1663-4217-88db-16e5530690c4,,,Mersilk Braided Black Gauge 3.0(2/0) 75cm on 33mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,2
e2b793f7-38d8-4303-9cb2-d6a8680a56ea,,,Mersilk Braided Black Gauge 5.0(2) 75cm on 38mm 1/2 Circle Round Body Needle,,Medical supply,N/A,,,2
13a7f8b1-bcb9-420d-b920-6d08cdbfa7e6,,,Mersilk Braided Black Gauge 6.0(3) 75cm on 40mm on 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,2
49a9d2ba-4be8-4559-866f-91a09096170b,,,Spinal Needle 10cm 26G,,Medical supply,N/A,,,2
b0818cea-f7e7-441f-81b9-9122205c6ae4,,,Spinal Needle 6cm 22G,,Medical supply,N/A,,,2
d2dfcab3-a9fa-427a-985b-babd0017f34f,,,Spinal Needle 6cm 23G,,Medical supply,N/A,,,2
14b34173-417e-427c-9c14-eef26b5597d3,,,Spinal Needle 6cm 24G,,Medical supply,N/A,,,2
195e6888-204f-49f7-b53b-4750a6d8c25b,,,Catheter Suction 18CH,,Medical supply,N/A,,,2
40ff83d0-c895-4c40-8e2a-87fadadd7098,,,Catheter Suction 26CH,,Medical supply,N/A,,,2
886746f3-6827-4868-8c2a-325eb6b10475,,,Spinal Needle 8cm 22G,,Medical supply,N/A,,,2
c8452fde-9d3b-4746-bee7-afa3dc53e85f,,,Spinal Needle 8cm 23G,,Medical supply,N/A,,,2
dc276d16-22b2-4383-a37e-0146fdec9f37,,,Spinal Needle 8cm 24G,,Medical supply,N/A,,,2
a020d082-04ab-48aa-8799-75eba79adf72,,,Cerclage Wire 1.0 Diameter with 10m length,,Medical supply,N/A,,,2
a27efea2-e928-4d70-a435-121a1f6539ab,,,Cerclage Wire 1.4 Diameter with 10m length,,Medical supply,N/A,,,2
a18aebfd-8707-498a-a11e-f495b8d83db1,,,Cerclage Wire 1.8 Diameter with 10m length,,Medical supply,N/A,,,2
1a5b7836-2c7b-44a5-9dd6-2540f938d233,,,K wire 0.8mm Diameter with 15cm length,,Medical supply,N/A,,,2
22d214a0-52f4-40a8-9d5c-0d03a1f1586f,,,K wire 1.2mm Diameter with 15cm length,,Medical supply,N/A,,,2
41274641-d502-490d-adfc-c511b82857f0,,,K wire 1.6mm Diameter with 25cm length,,Medical supply,N/A,,,2
3c184bea-76aa-401f-a9c0-89cc676dc17c,,,K wire 2.0mm Diameter with 25cm length,,Medical supply,N/A,,,2
c1bed538-7c21-4cf9-bbc5-7f241638f7b0,,,K wire 2.6mm Diameter with 50cm length,,Medical supply,N/A,,,2
a2d345ad-e767-45b4-a6ce-778ce255695a,,,Naso Gastric Tube Sterile Adult 24CH,,Medical supply,N/A,,,2
0d6a0718-ab90-43fb-92c2-74850b5b93ca,,,Naso Gastric Tube Sterile Adult 26CH,,Medical supply,N/A,,,2
59fa21b5-8d7f-44ee-aff6-277d2829df38,,,T Tube 16G,,Medical supply,N/A,,,2
fabcb390-076b-4bf5-a3d9-65c8a88df91e,,,T Tube 14G,,Medical supply,N/A,,,2
96f109d9-0fbf-451b-867f-bb311dd4cd47,,,Dental Needle No 5,,Medical supply,N/A,,,2
346733f9-925a-4de9-9436-6529322861fb,,,Dental Needle No 26,,Medical supply,N/A,,,2
6d3fe92e-322f-47af-bc16-4c5daa0d8d85,,,Mersilk Braided Black Gauge 1.5(4/0) 75cm on 20mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,2
9fd70f8b-b5ab-4bbc-b098-ed4e40317e75,,,Polyamide Monofilament Gauge 0.3(9/0) 30cm on 6.5mm 3/8 Circle round Bodied Spatula Single Armed Needle,,Medical supply,N/A,,,2
740b0246-2bc8-47c7-a785-3a66d012ea17,,,Polyglycolic acid absorbable braided violet Gauge 5.0(2) 75cm on 40mm ½ Circle Round Bodied Needle,,Medical supply,N/A,,,2
20ed8822-e1e7-46a7-bc4a-ce1ecf5ae9e8,,,Dental Wire No 5,,Medical supply,N/A,,,2
0693676a-2420-4dec-a8a6-814eafb52fdd,,,Dental Wire No 26,,Medical supply,N/A,,,2
69235826-19df-4fb4-aae1-301a9957fc4d,,,Infant Quikheel Safety Lancet 1.0mm x 2.5mm,,Medical supply,N/A,,,2
a199a4b3-817c-487c-b1b1-254e7cf1863b,,,Microtainer Tube K2EDTA,,Medical supply,N/A,,,2
20064528-a49f-48ff-80bf-24e59a5cd78b,,,"Lab Wipe Poly,15x16.75in",,Medical supply,N/A,,,2
c57e2b09-9b42-496b-8393-3537d20ef743,,,Polyamide Monofilament Gauge 0.2 (10/0) 38cm on 6mm 3/8 Circle Spatula Single Armed Rounded Needle,,Medical supply,N/A,,,2
30b35177-be8d-461c-a162-43f98b246c3f,,,Naso Gastric Tube Sterile Adult 20CH,,Medical supply,N/A,,,2
fe15d4ae-626b-4a50-b7f4-a44968e924e8,,,Polyglycolic acid absorbable braided violet Gauge 1.5(4/0) 75cm on 15mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,2
5d0aaaa0-6fc2-4033-a848-d65f577e4961,,,Slide Box,,Medical supply,N/A,,,2
4276db9d-bbd5-438a-94ce-8941e3cb6515,,,"Sputum Cup plastic,100ml",,Medical supply,N/A,,,2
3313d605-2ca7-44f5-a292-14e0f38956f4,,,Polyglycolic acid absorbable braided violet Gauge 0.7(6/0) 30cm on 12mm 1/2 Circle Round Bodied Needle,,Medical supply,N/A,,,2
233eee8c-6946-4797-acc9-447d02017c97,,,"Blood Collecting Tube Serum Separator, 4ml",,Medical supply,N/A,,,2
43413d25-7fc9-450b-813c-0731e8796cdb,,,Special Marker Pen for Strips,,Medical supply,N/A,,,2
c92d9e1b-8cdb-413e-9e62-b1d0e16a11d2,,,Cat Gut Chromic Gauge 3.5(2/0) 75cm on 27mm ½ Circle Reverse Cutting Needle,,Medical supply,N/A,,,2
b1516817-928d-4c23-807e-728f95c05fa4,,,Polyglycolic acid absorbable braided violet Gauge 1.0(5/0) 45cm on 13mm 1/2 Circle Reverse Cutting Needle,,Medical supply,N/A,,,2
4476d03b-24b9-4d91-af99-1b2bcf653208,,,Tracheostomy Tube Metallic with 90 degree curvature size 7.0,,Medical supply,N/A,,,2
e0173052-8a73-416a-b6e4-3cb7df756abd,,,MTB PCR Workstation UV Light,,Medical supply,N/A,,,2
ccb793bf-67e8-4b5b-9e24-885eca210fbb,,,MTB Desktop freeze storage box with Lid for 0.2ml PCR tubes,,Medical supply,N/A,,,2
21dd4afc-979b-4138-b1c9-8f2dab6ff431,,,MTB Mechanical Pipette Aids,,Medical supply,N/A,,,2
717b9fc4-dd2d-4dcf-9466-803f2b23cf20,,,MTB Dispenser for disinfectants/soap,,Medical supply,N/A,,,2
4dbc6449-eebf-4f67-97ad-f1905571f770,,,MTB Paper Towel Box,,Medical supply,N/A,,,2
c3f97efc-b03d-4ccd-b198-e20fd2ab128f,,,MTB Goggles,,Medical supply,N/A,,,2
a9330ed4-5814-419a-ae16-d1edfeabbbbb,,,MTB Firs Aid Kit,,Medical supply,N/A,,,2
80321f1a-3510-48de-a657-4e67e5eb96f2,,,MTB Funnel Stainless steel discard,,Medical supply,N/A,,,2
260ddd4e-8a7a-4e56-83bc-3042996d52e2,,,MTB Caped Glass Tubes,,Medical supply,N/A,,,2
73328b6d-4de6-4943-89de-58b7114f278f,,,MTB Set of Spatula,,Medical supply,N/A,,,2
8ee83c3d-89b3-49d9-b1da-90e4c07b00f4,,,MTB Floating Rack,,Medical supply,N/A,,,2
24bc7b6a-0865-455e-9562-2cf1bc3bd381,,,MTB Racks with Lids,,Medical supply,N/A,,,2
682eb658-d0c1-4baa-a964-b8799d5f14a0,,,MTB Disposable Loops 10 µl,,Medical supply,N/A,,,2
de949cbb-1c0d-440b-b030-f430c70a5ad7,,,MTB Racks Desinfectable / Autoclavable for 1.5/2 ml tubes,,Medical supply,N/A,,,2
878195a3-67f4-4f99-884c-98e82112f397,,,MTB Safety Box for Liquid,,Medical supply,N/A,,,2
f5a7329c-ddd7-44b4-a366-39c280c65dc4,,,MTB Waste Container for Liquid,,Medical supply,N/A,,,2
03a30cd9-5590-4f63-8639-bc7a477f9c1e,,,MTB Waste Container for Solid,,Medical supply,N/A,,,2
b93d7f8c-118d-4d3a-9ec4-2c0d9e922a15,,,MTB Racks for 1 Channel Pipette 4 Positions,,Medical supply,N/A,,,2
8dc27370-1109-4732-a4ca-bd561638efc4,,,MTB Culture Tubes with Screw cap,,Medical supply,N/A,,,2
41231ed3-99ea-44b8-9f73-20892d2e66c7,,,"MTB Cryo Vial Sterile with cap, 1.5ml",,Medical supply,N/A,,,2
82fffeb3-2338-4534-93a8-b0ea2d39625c,,,MTB Transparent Polypropylene Bag,,Medical supply,N/A,,,2
d3c07328-e341-4f1c-9537-52d802a602eb,,,MTB Filter Paper round 185mm,,Medical supply,N/A,,,2
d25b0d2e-9622-49e1-9530-30dbdc9d35bf,,,MTB Marker Pen,,Medical supply,N/A,,,2
432a5136-f117-4552-a811-d3f44e9f48c1,,,MTB Adhesive labels,,Medical supply,N/A,,,2
2ca8cca8-4783-4eb4-8264-8c1043261d0c,,,MTB Cryo tags,,Medical supply,N/A,,,2
2bee8485-ca7f-4efd-aa8f-7e4805767f90,,,MTB Aluminium foil,,Medical supply,N/A,,,2
9badac72-d76a-41da-abf3-53a16a0235ba,,,MTB Tube Brush,,Medical supply,N/A,,,2
c6e30fe5-56cc-4cc1-ae2f-d6941ec5a521,,,MTB Masks FFP2 (N95) 3M 9320,,Medical supply,N/A,,,2
7c01b8dd-4f4a-451c-9900-df618475409c,,,MTB Liquid soap,,Medical supply,N/A,,,2
b3387277-f09d-4646-b6d7-057ba7233d99,,,MTB Spray Head and 1L Bottels,,Medical supply,N/A,,,2
a4a0ec38-3472-443b-9a41-c299170614ae,,,MTB Plastic Bag made from PP,,Medical supply,N/A,,,2
411d6b5c-4dbf-436c-8758-57a8a6c1e22c,,,MTB Paper Towel single use,,Medical supply,N/A,,,2
499781de-5037-4c08-8bcb-5c029857df55,,,MTB Waste Container for Sharps,,Medical supply,N/A,,,2
2ba901ca-4f09-42d0-95af-ec3da8795a95,,,MTB PCR Tube,,Medical supply,N/A,,,2
12ce1fc0-c692-4789-adfd-aa861d9f97c8,,,MTB Rack for 50ml PP Tubes,,Medical supply,N/A,,,2
3ed0cd38-0dbb-4077-848e-0a8845a318a3,,,MTB Filter Paper Sheets,,Medical supply,N/A,,,2
0f0871cf-4aeb-4ade-b60c-5990d79b49e2,,,MTB Standard Reaction Tubes 1.5ml,,Medical supply,N/A,,,2
84cda6f2-2ddc-4090-8b93-83c02739bdad,,,MTB Standard Reaction Tubes 2ml,,Medical supply,N/A,,,2
163bd74a-2171-4ca1-ae2b-b31c765902a3,,,MTB Slanted Racks,,Medical supply,N/A,,,2
ad733d9a-36aa-48c8-958b-707806778e36,,,MTB Rack for 15ml PP Tubes Universal Test Tube Rack 17mm,,Medical supply,N/A,,,2
074997f8-e7af-4307-a94b-cafb70694283,,,MTB Shoe Cover,,Medical supply,N/A,,,2
0bbb745e-c039-440b-bfe0-36947daa3835,,,MTB Hair Cover,,Medical supply,N/A,,,2
997e54fb-2c6f-4ab9-b166-9a3bfcfeb03f,,,MTB Deep Freezer Thermometer,,Medical supply,N/A,,,2
9c074fe7-ace6-4b96-91d2-07549704185b,,,MTB Plastic Bag 30L,,Medical supply,N/A,,,2
4bdf22c9-b4dc-440d-bb36-dc8c6943d514,,,MTB Plastic Bag Stand 30L,,Medical supply,N/A,,,2
3c218c9c-988c-4950-84a6-f7d7dbab30a0,,,MTB Thermometer for Oven,,Medical supply,N/A,,,2
c3bae2e8-c3ab-4e8d-b760-e6ae058312eb,,,MTB 4 Way Microtube Rack Rack 15ml/50ml,,Medical supply,N/A,,,2
103f7274-624b-49f5-b030-8411925d3ab7,,,MTB Rack Heat Resistant for Cryo Vial 1.5ml Modular Heating Blocks,,Medical supply,N/A,,,2
4c06905a-9897-4788-ba80-7bccd853828f,,,MTB Calibrated Thermometer,,Medical supply,N/A,,,2
8aecd6e4-4cc3-4f11-891e-ebfcfb11b4cc,,,MTB Battery Pack for UPS 3000 VA,,Medical supply,N/A,,,2
db5da6c1-0344-4431-966b-ec48985ef72e,,,MTB Desktop Deep freeze storage box with Lid for 1.5ml Cryovial Plastic,,Medical supply,N/A,,,2
32a25d8b-95b3-4884-9517-ddfc1f9b1738,,,MTB Surgical Gown Cotton M,,Medical supply,N/A,,,2
6c916f8d-12b1-47f0-9f06-5f89bcb1154d,,,MTB Surgical Gown Cotton L,,Medical supply,N/A,,,2
f7af76e5-fd5f-4df8-9b4e-f03c247b5239,,,MTB Disposable Nitril Glove size 6 7,,Medical supply,N/A,,,2
163411ce-8312-4a16-acdc-b7c13ff38cec,,,MTB Disposable Nitril Glove Size 7 8,,Medical supply,N/A,,,2
52c92629-9c08-4a39-bed4-b66713e27f42,,,MTB Laboratory Coat Cotton M,,Medical supply,N/A,,,2
ca808569-2133-4b92-afd0-4a7de6456b7d,,,MTB Marker Pen for PCR Tubes,,Medical supply,N/A,,,2
2b7653a0-86fb-434e-ae16-ca918622a5fd,,,MTB Special PH Indicator Strips,,Medical supply,N/A,,,2
8c200a60-f028-417e-8966-a214bd84d5d7,,,"MTB Forceps, Individually wrap, Sterile",,Medical supply,N/A,,,2
7f50431b-837b-4cc6-ba39-3a3f19c88ce7,,,MTB Magnetic Bars Set of 12,,Medical supply,N/A,,,2
01aecb80-ed36-479c-83b2-1d97c50b99ae,,,MTB Laboratory Coat Cotton S,,Medical supply,N/A,,,2
d1d27363-c087-4548-8537-8dd3a867675b,,,MTB Magnetic Bars,,Medical supply,N/A,,,2
c7ac1ac2-901d-4d86-8264-f057a05a1a3e,,,"MTB Cryo Vial, Sterile with cap 2ml",,Medical supply,N/A,,,2
0ecff501-6625-45ac-8e35-acdc5773ea4e,,,Radiometer ABX800 Yearly Service Kit,,Medical supply,N/A,,,2
cf7872a9-75a7-4eac-9865-bb2857c48787,,,Radiometer ABX800 AutoCheck Holder for Manual Transfer of AutoCheck,,Medical supply,N/A,,,2
118a4f86-28f1-4a48-b219-e9a7db3cfab3,,,Radiometer ABX800 AutoCheck Carousel for AutoCheck Ampoules,,Medical supply,N/A,,,2
39913223-f48e-4ab7-b787-b3aa694af7d4,,,Radiometer ABX800 Valve Key for Cylinder,,Medical supply,N/A,,,2
4fd32b76-5642-4730-8a6e-5ef8b2fe42c3,,,Radiometer ABX800 Dummy Electrode,,Medical supply,N/A,,,2
0c32081e-140a-4f54-84e2-7618b842e6ee,,,Radiometer ABX800 Fan Filter,,Medical supply,N/A,,,2
cf3724c4-e002-43cb-8e67-9176044928bc,,,Radiometer ABX800 Inlet Gasket,,Medical supply,N/A,,,2
ab642e56-de0d-49cf-88df-2c78a45b76d8,,,Radiometer ABX800 Pump Tube for Electrode Modules,,Medical supply,N/A,,,2
41a6f1dd-6016-4585-92ff-f0f6e303bed1,,,Radiometer ABX800 Pump Tube for Solution Pump,,Medical supply,N/A,,,2
fa13247f-bac8-4c74-8961-236d86814ccf,,,Radiometer ABX800 Pump Tube for Waste Pump,,Medical supply,N/A,,,2
1f233ebd-ba59-4d6a-b747-024e3287b661,,,Radiometer ABX800 Reference Electrode,,Medical supply,N/A,,,2
a77f6339-31bb-4812-85da-1c313ef0658c,,,Radiometer ABX800 pCO2 Electrode,,Medical supply,N/A,,,2
27038f61-79af-410d-9798-29925e94ecb4,,,Radiometer ABX800 pO2 Electrode,,Medical supply,N/A,,,2
e237bb8b-f040-4725-9870-cfbbc4ff9bb6,,,Radiometer ABX800 PH Electrode,,Medical supply,N/A,,,2
e869674f-17af-46fa-b272-a00c12307d36,,,Radiometer ABX800 Cl Electrode,,Medical supply,N/A,,,2
6d6bcc77-ab73-4a3f-a491-e09c382f6b63,,,Radiometer ABX800 K Electrode,,Medical supply,N/A,,,2
345cccb7-fad9-4161-af62-265e58d89dee,,,Radiometer ABX800 Ca Electrode,,Medical supply,N/A,,,2
62a1ee70-d7d0-4b7e-a8af-99cb24b99314,,,Radiometer ABX800 Na Electrode,,Medical supply,N/A,,,2
40ecfe07-caad-4749-ae1f-efb2b5ed0263,,,Radiometer ABX800 Glucose Electrode,,Medical supply,N/A,,,2
89d4d4d0-2c6d-47e2-986a-1a7f516591e9,,,Radiometer ABX800 Lactate Electrode,,Medical supply,N/A,,,2
d94c55f3-5f3f-43dd-a5f6-263a94532ebd,,,Radiometer ABX800 Calibration Gas 2 On Board Gas Bottle,,Medical supply,N/A,,,2
5c157ac1-0f70-496b-9a58-49b1739a39c6,,,Radiometer ABX800 22Gx25mm Arterial Blood Sampler with 22Gx25mm Needle,,Medical supply,N/A,,,2
497c227e-1a9c-4acf-a342-4f3f5216c17e,,,Radiometer ABX800 Calibration Gas 2 10 bar On Board Gas Bottle,,Medical supply,N/A,,,2
a70bd33b-5ed9-4c8f-b3ba-668a25f0f1b5,,,Radiometer ABX800 Reference Membrane,,Medical supply,N/A,,,2
d17d1c3a-ffd0-48fd-8796-94fc8b63be15,,,Radiometer ABX800 pCO2 Membrane Box,,Medical supply,N/A,,,2
1a151cef-817f-45cc-ba45-836886ad9ddf,,,Radiometer ABX800 pO2 Membrane Box,,Medical supply,N/A,,,2
12c55ebf-a000-44ba-b992-c1b96d6c2778,,,Radiometer ABX800 Cl Membrane Box,,Medical supply,N/A,,,2
d95a5c5b-3f5a-4bc4-8d02-b8c850953a02,,,Radiometer ABX800 K Membrane Box,,Medical supply,N/A,,,2
01ee622e-8126-46cb-a7cd-dd7fe92bbdfd,,,Radiometer ABX800 Ca Membrane Box,,Medical supply,N/A,,,2
bfed5589-7d67-4201-9cd3-9ac71d82fa26,,,Radiometer ABX800 Na Membrane Box,,Medical supply,N/A,,,2
6e4fa760-c7c0-4ec3-9691-26a344ded8e9,,,Radiometer ABX800 Glucose Membrane Box,,Medical supply,N/A,,,2
039e958d-1f3c-4c1c-bd6c-8df956653cff,,,Radiometer ABX800 Lactate Membrane Box,,Medical supply,N/A,,,2
2a9ee33d-3d18-4ac8-ae2b-a8555ee41066,,,Radiometer ABX800 Disposable Waste Container,,Medical supply,N/A,,,2
56ffc9ef-b089-43f7-b1e1-c8fc6f7d54a8,,,Radiometer ABX800 Thermal Paper,,Medical supply,N/A,,,2
dc5ffc47-254c-4195-ab31-952c40b79253,,,Radiometer ABX800 Calibration Gas 1 On Board Gas Bottle,,Medical supply,N/A,,,2
f06982b2-a692-481c-a962-3d8bc2b604ba,,,Endotracheal Tube Sterile Cuffed 10CH,,Medical supply,N/A,,,2
80207bf2-72db-482e-8f6f-76b8856b6e03,,,UniCel DxH Slide Maker Stainer SMS Slides,,Medical supply,N/A,,,2
7bab4dd4-84ee-490a-8358-cd9c7d62e8ea,,,Cobas C 311 Sample Cup,,Medical supply,N/A,,,2
b3871fcd-3d3f-4bbf-90b2-04d83f7c2fa9,,,Cobas C 311 Halogen Lamp 12V/50W,,Medical supply,N/A,,,2
c46686bc-381b-44f5-b3bb-89eb516e82e6,,,Cobas C 311 Micro Sample Cup 13/16,,Medical supply,N/A,,,2
b49635d7-9a05-4467-8178-4f75cafe31f1,,,Cobas C 311 Sipper Nozzle,,Medical supply,N/A,,,2
9f08e958-392f-43eb-b34a-2898eeaf3e81,,,Cobas C 311 Sipper Tube,,Medical supply,N/A,,,2
6b33b332-cc46-4ade-9d86-aa3615246e31,,,Cobas C 311 Cell Set,,Medical supply,N/A,,,2
a7c98b4d-043d-4e78-b19a-9955ced1f73e,,,Cobas 6000 CalSet Vial,,Medical supply,N/A,,,2
6617e1d0-9cc1-44a8-a35b-70f5d256778c,,,Cobas 6000 Assay Tip,,Medical supply,N/A,,,2
33ac9f5c-c912-445c-a54f-4887344e5f8d,,,Cobas 6000 Sample Cup,,Medical supply,N/A,,,2
3ee16d7b-c119-4afc-95ed-403d18fe6207,,,Cobas 6000 Multi Pack,,Medical supply,N/A,,,2
a0c1f7ae-0be0-46c9-82eb-e21470ef1c4e,,,Cobas 6000 PC/CC Cup,,Medical supply,N/A,,,2
16576681-d7dc-4bfb-ad81-5a4df640c582,,,Cobas 6000 Probe ISE,,Medical supply,N/A,,,2
951bb13f-e511-46c2-b1ff-4a80c42760c5,,,Cobas 6000 Probe Sample,,Medical supply,N/A,,,2
49928088-1e7c-4271-97f0-652a23346aac,,,Cobas 6000 Micro Sample Cup 13/16,,Medical supply,N/A,,,2
dfeed7d4-4478-47e1-914c-a071058054dd,,,Cobas 6000 Sipper Nozzle,,Medical supply,N/A,,,2
2ad4f4b4-6633-409b-9d77-9faf64ad3bd2,,,Cobas 6000 Sipper Tube,,Medical supply,N/A,,,2
99eea62a-0c7a-4f38-bdd2-d81a29360f6d,,,Cobas 6000 SMS,,Medical supply,N/A,,,2
262edc4f-fadb-41af-b5ea-69f04e12591e,,,Cobas C 311 SMS,,Medical supply,N/A,,,2
9dc92bd1-e4b5-41be-b38b-0c32cc89d9c0,,,Dimension EXL 200 Cup Small,,Medical supply,N/A,,,2
3d4fbc03-95db-4e59-bf54-ce36ac2949e6,,,Dimension EXL 200 Cup Lid,,Medical supply,N/A,,,2
9690b1e8-6244-4288-9380-1989c2cb2e51,,,Dimension EXL 200 Cuvette Cartridge,,Medical supply,N/A,,,2
c556c8cc-9ab5-4803-af48-fe0f6ee71108,,,Dimension EXL 200 Reaction Vessel,,Medical supply,N/A,,,2
4aed0dd4-410d-486a-948c-42a61a658898,,,Dimension EXL 200 Thermal Paper,,Medical supply,N/A,,,2
483d4d89-4686-45f8-a918-2cb3cbd76aaa,,,DxC 700 AU/ Unicel DxI 800 Na Electrode,,Medical supply,N/A,,,2
794a248d-0006-4d4a-9b91-febd425dfc33,,,DxC 700 AU/ Unicel DxI 800 K Electrode,,Medical supply,N/A,,,2
93cda4dc-c418-4a0f-8519-e008f1da35da,,,DxC 700 AU/ Unicel DxI 800 Cl Electrode,,Medical supply,N/A,,,2
53c1d00a-0dce-4f41-8874-a9e7739eb91c,,,DxC 700 AU/ Unicel DxI 800 Reaction Vessel,,Medical supply,N/A,,,2
3a5e88ca-0685-44c4-88ca-198c41ad72be,,,DxC 700 AU/ Unicel DxI 800 Sample Cup 2ml,,Medical supply,N/A,,,2
ebc4a934-ce54-47c9-938a-79c19272c636,,,DxC 700 AU/ Unicel DxI 800 Waste Bag,,Medical supply,N/A,,,2
ee8bbc71-24ed-4476-9a25-ba4e53e4ea37,,,DxC 700 AU/ Unicel DxI 800 Swabs Polyster,,Medical supply,N/A,,,2
9c3605d6-c7d3-4293-ae7c-6074b739f9dc,,,DxC 700 AU/ Unicel DxI 800 Peristatic Tubing (Roller Pump),,Medical supply,N/A,,,2
095c9e44-a8b8-4c5d-9257-23feef410042,,,DxC 700 AU/ Unicel DxI 800 Photometer Lamp 20W,,Medical supply,N/A,,,2
0223be91-68cc-4675-a502-27635309246e,,,DxC 700 AU/ Unicel DxI 800 Electrode Reference,,Medical supply,N/A,,,2
ce1afd16-36a7-49d8-b04e-6f24aa9f120d,,,DxC 700 AU/ Unicel DxI 800 Sample Cup Hitachi,,Medical supply,N/A,,,2
bdd0021c-6790-4ab4-b317-a2265b0623c9,,,DxC 700 AU/ Unicel DxI 800 Bottle 15ml with Cap,,Medical supply,N/A,,,2
fa028041-5924-4ad5-9170-03b2a47a2140,,,DxC 700 AU/ Unicel DxI 800 Bottle 30ml with Cap,,Medical supply,N/A,,,2
4474b4a1-ff1e-42e3-8ee4-3126ce09653f,,,DxC 700 AU/ Unicel DxI 800 Bottle 60ml with Cap,,Medical supply,N/A,,,2
964da630-f639-444b-a922-dd0dd63c24eb,,,DxC 700 AU/ Unicel DxI 800 Cuvette 5x6mm,,Medical supply,N/A,,,2
566548b8-a46a-47c2-910f-129e8bfb3ac6,,,DxC 700 AU/ Unicel DxI 800 Spiral Mixing Bar,,Medical supply,N/A,,,2
29fff706-05b4-4ff7-ae88-6901de3fc713,,,DxC 700 AU/ Unicel DxI 800 L Shape Mixing Bar,,Medical supply,N/A,,,2
8233db54-30e7-4f6b-a343-cb57e6bc5230,,,DxC 700 AU/ Unicel DxI 800 LC140 Pre Treatment Catridge,,Medical supply,N/A,,,2
4dcc830a-7a3c-461b-a4f1-03124b2bd339,,,DxC 700 AU/ Unicel DxI 800 LC175 (Protek L1),,Medical supply,N/A,,,2
01db711e-0d82-4d67-8e52-1497f815bced,,,DxC 700 AU/ Unicel DxI 800 Prefiltration for Water Unit Gac Filter,,Medical supply,N/A,,,2
f3163e2f-10ca-451c-957d-ab17f66c7ad1,,,DxC 700 AU/ Unicel DxI 800 Prefiltration for Water Unit Melt Blown Filter,,Medical supply,N/A,,,2
55086db3-20a7-41fd-88c8-502ec3dd1a59,,,DxC 700 AU/ Unicel DxI 800 Prefiltration for Water Unit Scale Prevention Filter,,Medical supply,N/A,,,2
ae2a0fe3-00ee-4ac6-b90d-9807b9167ff6,,,DxC 700 AU/ Unicel DxI 800 Prefiltration for Water Unit Ultra Filter,,Medical supply,N/A,,,2
fd1981af-71cd-47db-9674-c3650681b9a6,,,Micropipette Tips 20µl,,Medical supply,N/A,,,2
